,address,link,long,lat,property_type,property_costs,total_area,number_of_units,year_built,parking_spots,volume_rate,green_rating,developer_company,property_management_company
837,三林世博家园(E区),https://shanghai.anjuke.com/community/view/818956,31.171706,121.537685,公寓,1.25元/平米/月,暂无数据,暂无数据,2006年,暂无数据,1.7,30%(一般),上海市浦东新区房地产（集团）有限公司,和记物业服务(上海)有限公司
838,日月星城,https://shanghai.anjuke.com/community/view/818784,31.131289,121.59019,公寓,0.78元/平米/月,暂无数据,暂无数据,2006年,暂无数据,暂无数据,35%(一般),上海九昌置业有限公司,上海万庄物业管理有限公司
839,华高苑(南区),https://shanghai.anjuke.com/community/view/818309,31.289121999999995,121.613333,公寓,1.20元/平米/月,暂无数据,暂无数据,1998年,暂无数据,暂无数据,暂无数据,暂无数据,上海华高物业公司
840,金舍苑(金桥新城四期),https://shanghai.anjuke.com/community/view/818121,31.267649,121.614219,公寓,0.80元/平米/月,暂无数据,暂无数据,2004年,暂无数据,1.96,40%(高),上海金鹏房产开发有限公司,上海陆家嘴物业管理有限公司
841,金色航城海鑫苑,https://shanghai.anjuke.com/community/view/818084,31.03612,121.58722,公寓,1.75元/平米/月,暂无数据,暂无数据,2006年,暂无数据,1.7,37%(一般),上海陈氏集团有限公司,东泰物业
842,金色航城富鑫苑,https://shanghai.anjuke.com/community/view/818082,31.038101,121.596657,公寓,1.50元/平米/月,暂无数据,暂无数据,2009年,暂无数据,暂无数据,35%(一般),上海陈氏集团有限公司,上海南航物业经营管理有限公司
843,金群苑(北区),https://shanghai.anjuke.com/community/view/818074,31.293540000000004,121.676015,公寓,1.20元/平米/月,暂无数据,暂无数据,1990年,暂无数据,1.8,40%(高),暂无数据,曹路物业有限公司
844,建中路126弄小区,https://shanghai.anjuke.com/community/view/817685,31.209508000000003,121.621466,公寓,暂无数据,暂无数据,暂无数据,2000年,暂无数据,2,35%(一般),暂无数据,上海张江物业发展有限公司
845,航欣苑,https://shanghai.anjuke.com/community/view/817595,31.042772,121.601027,公寓,1.00元/平米/月,暂无数据,暂无数据,2013年,暂无数据,2.7,35%(一般),上海振河房地产开发有限公司,上海正阳物业管理有限公司
846,东陆安居苑九街坊,https://shanghai.anjuke.com/community/view/817594,31.281761,121.609234,公寓,0.69元/平米/月,暂无数据,暂无数据,1998年,暂无数据,1.8,26%(一般),城投置业有限公司,上海安居物业管理有限公司
847,东方丽景,https://shanghai.anjuke.com/community/view/817536,31.287359,121.593732,公寓,1.85元/平米/月,暂无数据,暂无数据,2005年,暂无数据,1.4,37%(一般),上海浦东伟业房地产开发有限公司,上海伟业物业管理有限公司
848,古桐路41弄小区,https://shanghai.anjuke.com/community/view/817235,31.2088,121.619701,公寓,暂无数据,暂无数据,暂无数据,2004年,暂无数据,1.6,40%(高),暂无数据,上海鑫房物业管理有限公司
849,沉香苑二街坊,https://shanghai.anjuke.com/community/view/817146,31.080121,121.600069,公寓,3.00元/平米/月,暂无数据,暂无数据,2012年,暂无数据,暂无数据,暂无数据,上海隧峰房地产开发公司,沉香物业有限公司
850,彩虹雅苑(二期),https://shanghai.anjuke.com/community/view/817062,31.060228,121.745298,公寓,0.80元/平米/月,暂无数据,暂无数据,2012年,暂无数据,暂无数据,24%(一般),上海彩虹房地产有限公司,上海彩虹房屋物业管理有限公司
851,风信景苑,https://shanghai.anjuke.com/community/view/816819,31.34220800000001,121.585519,公寓,1.65元/平米/月,暂无数据,暂无数据,2009年,暂无数据,1.6,30%(一般),上海新高桥开发有限公司,欣城物业
852,飞旺家园(二期),https://shanghai.anjuke.com/community/view/816783,31.163783,121.508377,公寓,0.70元/平米/月,暂无数据,暂无数据,2000年,暂无数据,2,42%(高),上海东旺房地产开发有限公司,上海农工商旺都物业管理有限公司
853,华川家园,https://shanghai.anjuke.com/community/view/801501,31.187555,121.720742,公寓,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
854,鹤沙航城汇德茗苑,https://shanghai.anjuke.com/community/view/792950,31.075507,121.61298,公寓,2.00元/平米/月,暂无数据,暂无数据,2014年,暂无数据,暂无数据,暂无数据,暂无数据,物业
855,东郊花园(二期),https://shanghai.anjuke.com/community/view/791602,31.228624,121.608608,别墅,10.00元/平米/月,暂无数据,暂无数据,2010年,暂无数据,0.28,40%(高),上海东豪房地产发展有限公司,爱迪特物业管理有限公司
856,绿地海岸城,https://shanghai.anjuke.com/community/view/788902,31.233682,121.734364,公寓,3.98元/平米/月,暂无数据,暂无数据,2017年,暂无数据,1.7,20%(一般),绿地（集团）有限公司,帮众物业管理有限公司
857,铂悦滨江(公寓),https://shanghai.anjuke.com/community/view/787262,31.248547,121.561485,公寓,暂无数据,暂无数据,暂无数据,2015年,暂无数据,1.07,35%(一般),上海旭泾置业有限公司,永升物业有限公司
858,盛世南苑,https://shanghai.anjuke.com/community/view/781713,31.127067,121.507845,公寓,0.80元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,35%(一般),上海南苑房地产有限公司,浦房物业办公室
859,天元公寓,https://shanghai.anjuke.com/community/view/778975,31.251454,121.575999,公寓,1.00元/平米/月,暂无数据,暂无数据,1998年,20,3.5,30%(一般),上海宏泰房地产有限公司,宏胜物业
860,高桥红坊,https://shanghai.anjuke.com/community/view/764944,31.3532,121.580957,公寓,0.80元/平米/月,暂无数据,暂无数据,2014年,暂无数据,暂无数据,30%(一般),金联置业,外高桥物业
861,达城锦园,https://shanghai.anjuke.com/community/view/748317,31.125335,121.608895,公寓,1.00元/平米/月,暂无数据,暂无数据,2010年,500,暂无数据,30%(一般),上海达周置业有限公司,上海达周置业有限公司
862,康桥半岛,https://shanghai.anjuke.com/community/view/660120,31.143605,121.587266,公寓,2.00元/平米/月,暂无数据,暂无数据,2000年,暂无数据,暂无数据,40%(高),上海康桥半岛（集团）有限公司,上海新独院管理有限公司
863,民乐城惠益新苑北苑,https://shanghai.anjuke.com/community/view/658424,31.065790000000003,121.746375,公寓,0.80元/平米/月,暂无数据,暂无数据,2014年,暂无数据,1.8,35%(一般),暂无数据,xx
864,申城佳苑一期C块,https://shanghai.anjuke.com/community/view/658348,31.190312,121.640426,公寓,1.30元/平米/月,暂无数据,暂无数据,2012年,暂无数据,1,35%(一般),暂无数据,申城佳苑物业
865,凌兆二村,https://shanghai.anjuke.com/community/view/656888,31.151891,121.506442,公寓,0.60元/平米/月,暂无数据,暂无数据,1988年,300,1.4,35%(一般),三林地产开发有限公司,上海三凌物业管理公司
866,源浦秀苑,https://shanghai.anjuke.com/community/view/653341,31.145373,121.499952,公寓,2.00元/平米/月,20244m²,168户,2014年,200,1.44,35%(一般),上海源浦房地产有限公司,大华物业
867,牡丹小区,https://shanghai.anjuke.com/community/view/653046,31.213559000000004,121.552368,公寓,暂无数据,暂无数据,暂无数据,1997年,暂无数据,1.6,25%(一般),浦东新区花木房产有限公司,上海浦东新区花木物业公司
868,联盛苑,https://shanghai.anjuke.com/community/view/651514,31.045682,121.84468400000002,公寓,0.50元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,上海管新房地产有限公司,上海南汇老港镇居委会
869,红光小区,https://shanghai.anjuke.com/community/view/650260,31.069001,121.777365,公寓,0.50元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
870,瑞康苑,https://shanghai.anjuke.com/community/view/648722,31.130343,121.515556,公寓,0.20元/平米/月,暂无数据,暂无数据,2013年,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
871,祝安苑,https://shanghai.anjuke.com/community/view/641622,31.131225,121.764561,公寓,0.80元/平米/月,256789m²,2196户,2012年,1623,1.2,30%(一般),上海祝桥新镇投资发展有限公司,上海南汇惠房物业管理有限公司
872,绿城玉兰花园臻园(别墅),https://shanghai.anjuke.com/community/view/641337,31.224447,121.66088,别墅,4.50元/平米/月,18m²,800户,2015年,740,1.5,35%(一般),上海葛洲坝绿融置业有限公司,上海绿城物业有限公司
873,樟盛苑,https://shanghai.anjuke.com/community/view/639104,31.208711,121.635416,公寓,0.80元/平米/月,暂无数据,暂无数据,2013年,暂无数据,2.5,30%(一般),张江集团,张江物业
874,阳光欧洲城源水新墅,https://shanghai.anjuke.com/community/view/627836,31.274494,121.615334,别墅,1.85元/平米/月,70000m²,306户,2002年,306,0.66,40%(高),上海阳光欧洲城房地产开发有限公司,上海陆家嘴物业管理有限公司
875,利津小区,https://shanghai.anjuke.com/community/view/627826,31.285463,121.585356,公寓,1.40元/平米/月,暂无数据,暂无数据,1999年,暂无数据,2.3,25%(一般),上海建工集团,上海高桥石化物业管理有限公司
876,绿城玉兰公馆(公寓),https://shanghai.anjuke.com/community/view/626405,31.216075,121.655753,公寓,4.50元/平米/月,1m²,498户,2015年,698,1.2,35%(一般),上海龙骧房地产开发有限公司,上海绿城物业有限公司
877,鹤沙航城汇诚佳苑,https://shanghai.anjuke.com/community/view/620896,31.077692,121.608887,公寓,1.15元/平米/月,暂无数据,暂无数据,2013年,600,2.5,35%(一般),暂无数据,物业
878,地纬家苑,https://shanghai.anjuke.com/community/view/618594,31.237738,121.72851,公寓,0.50元/平米/月,暂无数据,暂无数据,2006年,500,暂无数据,32%(一般),上海永旭置业有限公司,上海昌悦物业管理有限公司
879,丽泽菊清苑,https://shanghai.anjuke.com/community/view/616328,30.983096000000003,121.879419,公寓,1.50元/平米/月,暂无数据,暂无数据,2009年,暂无数据,暂无数据,35%(一般),上海临港书院经济发展有限公司,上海浦江物业有限公司
880,万丰别墅,https://shanghai.anjuke.com/community/view/614438,31.203748,121.692128,别墅,暂无数据,暂无数据,暂无数据,2002年,暂无数据,暂无数据,33%(一般),远洋地产控股有限公司,业主自管
881,鹏裕苑,https://shanghai.anjuke.com/community/view/613804,31.179165,121.573227,公寓,1.40元/平米/月,暂无数据,暂无数据,2013年,260,1.8,35%(一般),暂无数据,汇虹物业
882,民乐城惠康苑,https://shanghai.anjuke.com/community/view/613018,31.074892,121.747013,公寓,1.20元/平米/月,298522m²,3929户,2013年,279个停车位,暂无数据,40%(高),上海中建申拓投资发展有限公司,上海中建申拓投资发展有限公司
883,硅谷商墅,https://shanghai.anjuke.com/community/view/610059,31.034574,121.670214,别墅,3.90元/平米/月,暂无数据,暂无数据,2015年,暂无数据,0.5,暂无数据,暂无数据,上海新金翔物业管理有限公司
884,三杨新村二街坊,https://shanghai.anjuke.com/community/view/592973,31.161739,121.495506,公寓,1.10元/平米/月,20000m²,2160户,2007年,800地下车位,1.5,35%(一般),三林地产开发集团,锦佳物业
885,爱家亚洲花园(二期),https://shanghai.anjuke.com/community/view/588901,31.204792,121.543228,公寓,2.00元/平米/月,150000m²,1170户,2004年,500,2.4,52%(高),上海爱家房地产有限公司,陆家嘴物业
886,艺泰一品花园,https://shanghai.anjuke.com/community/view/586204,31.05542,121.736615,公寓,3.00元/平米/月,288543m²,782户,2015年,1460,1,40%(高),上海益流置业发展有限公司,浙江杭州开元物业管理有限公司
887,金大元御珑宫廷,https://shanghai.anjuke.com/community/view/579001,31.208326,121.656415,公寓,2.00元/平米/月,86000m²,265户,2014年,396,1.6,35%(一般),上海金堂置业有限公司,上海金瑞物业管理有限公司
888,朗诗未来树,https://shanghai.anjuke.com/community/view/569359,31.102883,121.767664,公寓,2.10元/平米/月,119373m²,1234户,2014年,670,1.4,55%(高),上海朗宏置业有限公司,朗诗物业管理有限公司
889,金洋十方庭,https://shanghai.anjuke.com/community/view/565233,31.241525,121.58023,公寓,1.90元/平米/月,41565m²,200户,2005年,191,暂无数据,42%(高),上海金洋置业有限公司,上海芸绮物业
890,金色碧云,https://shanghai.anjuke.com/community/view/565230,31.241206,121.582108,公寓,1.90元/平米/月,41420m²,312户,2000年,191,1.2,41%(高),上海天赐实业总公司,上海芸琦物业有限管理公司
891,陆家嘴花园(一期),https://shanghai.anjuke.com/community/view/565224,31.238605,121.547467,公寓,2.00元/平米/月,153092m²,1300户,2004年,868,1.87,36%(一般),上海陆家嘴金融贸易区开发股份有限公司,陆家嘴物业
892,上南花苑(二期),https://shanghai.anjuke.com/community/view/565219,31.185927000000003,121.50991,公寓,0.80元/平米/月,31016m²,280户,1998年,275,2.4,30%(一般),上海浦东上南房产有限公司,上海南顺物业管理有限公司
893,三林路380号小区,https://shanghai.anjuke.com/community/view/558069,31.144276,121.505874,公寓,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,30%(一般),暂无数据,暂无数据
894,康桥花园,https://shanghai.anjuke.com/community/view/556253,31.155657,121.56956,公寓,0.80元/平米/月,暂无数据,暂无数据,1997年,200,1.2,45%(高),周浦房地产开发有限公司,上海绿城物业有限公司、绿城物业
895,泉东二小区,https://shanghai.anjuke.com/community/view/550985,31.231541,121.527127,公寓,暂无数据,10000m²,5940户,1994年,50,1.6,41%(高),潍坊,上海浦东新区潍坊物业公司
896,祥实金港世纪,https://shanghai.anjuke.com/community/view/546198,30.984161,121.858492,公寓,1.50元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,2,35%(一般),上海祥实投资发展有限公司,暂无数据
897,陆家嘴公馆,https://shanghai.anjuke.com/community/view/542627,31.24021500000001,121.54779,公寓,13.50元/平米/月,32447m²,120户,2012年,120,2.59,32%(一般),上海陆家嘴金融贸易区开发股份有限公司,上海富都物业管理有限公司
