,address,long,lat,property_type,property_cost(Rmb/m^2/month),total_area(m2),number_of_units,year_built,parking_spots,volume_rate,green_rating(%),ratio
5292,友谊路3弄小区,31.413866,121.49824299999999,0,0.85,45120,398,1991,157,2,43,-0.586044271814408
5293,富辰花苑,31.392742,121.366525,0,0.45,24793,276,2004,265,2,49,-0.4226739432627126
5294,密山二村,31.408894,121.49406200000001,0,0.85,45000,750,1987,185,17,49,-0.23724462432874258
5295,富秀苑,31.395274,121.37101399999999,0,1.2,37580,630,2001,138,2,38,-0.42849865368316825
5297,宝林九村,31.410178000000002,121.50461999999999,0,1.0,170000,2400,1993,600,12,23,-0.2860829057794596
5299,宝林路50弄小区,31.407715999999997,121.496925,0,0.2,91000,420,1998,120,13,25,-0.3343655521142061
5300,宝钢八村,31.413796,121.485575,0,0.5,120000,1400,1988,870,105,20,-0.27195215831188907
5302,永清一村,31.395364,121.502999,0,0.6,10000,2000,1989,148,18,45,-0.2611114990123569
5303,韶光花园(公寓),31.358509,121.396178,0,1.3,53500,770,2007,174,135,31,-0.3891820999133572
5304,龙汇公寓,31.307188,121.404257,0,1.48,10680,3750,2006,31,18,36,-0.3712218353579906
5306,永清二村,31.393756,121.501888,0,0.5,300000,3215,1994,720,12,30,-0.31106779622248176
5307,鎏园,31.349971000000004,121.504842,0,1.51,690000,506,2008,276,13,40,-0.05456846772490998
5308,美兰金邸,31.40273,121.366855,0,1.0,770000,780,2007,222,6,40,-0.4037199792814385
5309,宝宸怡秀园,31.380151,121.504221,0,1.5,20000,92,2005,38,334,35,-0.1977314944802865
5310,新月佳苑,31.417227,121.43085500000001,0,1.4,12600,120,2004,120,15,49,-0.5028912033926969
5313,宝林雅苑,31.372413,121.49261100000001,0,0.8,17401,199,2008,57,16,32,-0.272484704487093
5314,银和家园,31.336562,121.45191200000001,0,0.6,45000,750,2002,185,2,30,-0.1814425991398733
5501,宛平88,31.201453000000004,121.451082,0,6.8,108000,129,1989,220,3,30,1.0169835164696392
5502,保利西岸,31.186448,121.46241599999999,0,7.0,150000,292,2015,725,25,42,1.373762678628027
5504,田林十二村,31.178234000000003,121.435125,0,1.3,100000,1920,1987,128,2,30,0.45708683222540736
5505,盛大花园,31.184013,121.460881,0,1.7,350000,800,2004,118,17,48,0.401454595199597
5506,中信君廷名邸,31.186730999999998,121.46057900000001,0,6.5,120653,431,2015,542,25,35,1.146569028214509
5507,虹桥大仕馆云峰苑,31.196521,121.420718,0,1.5,40000,352,2000,180,22,50,0.2859004514596807
5509,东方曼哈顿世纪豪庭,31.197606,121.439723,0,3.35,200000,1750,2001,500,4,40,0.8246529365363494
5516,梅陇十一村,31.138909,121.43373400000002,0,0.8,8545,2500,2001,500,18,35,-0.025655618316362896
5517,华泾四村,31.126572999999997,121.45428100000001,0,0.45,3800,176,2000,160,2,38,-0.26914210012112094
5518,番禺小区,31.204217,121.43493500000001,0,0.6,14852,134,1986,35,2,20,0.38643063579617776
5520,东安花苑,31.192562,121.46228,0,1.5,20000,480,1991,120,18,35,0.06754704648338576
5522,莱诗邸,31.196153000000002,121.44660400000001,0,3.25,120000,800,2005,200,26,35,0.7970973570121486
5526,印象欧洲,31.123464000000002,121.46542,0,4.5,220000,1400,2011,960,122,37,0.10243268806977994
5528,华欣家园,31.125794,121.466972,0,0.6,52141,650,2004,480,14,25,-0.15087941099570126
5529,锦馨苑,31.196325,121.422307,0,2.0,20461,2635,2007,180,24,43,0.15962647908518016
5530,实业公寓,31.199246999999996,121.44331499999998,0,2.5,20000,448,1992,62,25,20,0.3135483822660056
5531,亚都国际名园,31.194956,121.444115,0,2.5,120000,1056,2003,900,35,35,0.5517859745588596
5532,汇贤居,31.221429999999998,121.452165,0,5.5,80000,359,2004,341,3,50,0.8338965903221779
5533,福华花苑,31.206879999999998,121.472974,0,1.3,15000,446,2000,106,15,30,0.36193170065683017
5535,田林新苑,31.179901,121.43311299999999,0,1.38,45000,462,1994,240,2,35,0.15421263689148715
5541,东方曼哈顿尚东区,31.197984,121.441034,0,8.0,200000,400,2005,120,126,40,1.1889824577883539
5544,中原新村,31.189799,121.440395,0,0.8,50000,324,1984,30,3,35,1.0628658623920157
5548,凌云新村,31.147834999999997,121.424522,0,0.28,120000,648,1994,480,2,35,-0.05561481427897836
5550,九弄小区,31.172010999999998,121.438951,0,0.45,18000,420,1982,150,16,25,0.2714377573968032
5551,汇宁花园,31.206731,121.43821000000001,0,7.0,20000,190,2007,255,56,30,0.535053140279426
5556,梓树园,31.168834000000004,121.43672099999999,0,1.6,80000,613,1999,150,21,35,0.19353984713105066
5557,漕河景苑,31.171058000000002,121.436024,0,2.2,110000,650,2007,600,2,41,0.6394222744138117
5570,上海天玺,31.221418,121.464047,0,18.8,390000,64,2014,128,32,32,1.8001544046105453
5571,上师大科技园,31.164265000000004,121.421171,0,0.45,3620,650,2006,80,12,30,0.25812898866634887
5573,电影华苑,31.190245,121.44629099999999,0,2.8,63000,600,2007,200,37,35,0.6886144368281144
5574,长桥四村,31.140865,121.44637900000001,0,0.35,5212,2300,1988,500,15,35,-0.01034047383221068
5575,龙南六村,31.162359000000002,121.459374,0,0.6,5412,1350,1998,300,17,30,-0.09872187677613875
5576,海上华庭,31.155196000000004,121.424246,0,2.5,38000,450,2004,300,17,40,0.33791349539403776
5577,田林十四村,31.181748,121.429927,0,0.8,30000,320,1993,33,2,35,0.4128342580970235
5578,沙家浜小区华济苑北区,31.12255900000001,121.46761399999998,0,0.45,6400,180,1995,45,16,29,-0.20710865986337954
5579,广交小区,31.20325900000001,121.44250500000001,0,1.5,18000,586,1998,200,2,38,-0.12711986254133512
5580,天钥新村,31.191218,121.45442,0,0.3,3215,200,1993,100,16,35,0.1723838725894352
5583,文定天下苑,31.19063,121.43738,0,1.6,35000,268,2002,320,2,35,0.6357635650724274
5585,徐汇临江豪园,31.189818,121.45855300000001,0,2.2,74673,490,2006,302,294,35,0.4894357668318521
5586,青松小区,31.204062,121.45652,0,1.2,20103,738,1995,80,25,30,0.30869334274452137
5587,宜仕怡家,31.183348,121.446774,0,1.6,50000,471,2002,118,22,52,0.47372726007697513
5588,红旗教师公寓,31.197547999999998,121.45613999999999,0,1.8,23620,540,2003,60,35,35,0.4999063460312609
5590,日晖新城,31.20167,121.472296,0,1.55,20000,700,2004,300,32,30,0.387935150381817
5592,金色港湾公寓,31.205161,121.46748999999998,0,1.75,100000,672,2001,158,23,40,0.42267694576418674
5593,瑞金南苑,31.205638,121.473757,0,1.7,120000,400,2000,178,35,40,0.48479571671552213
5596,康健星辰,31.159896000000003,121.42513500000001,0,2.3,27000,600,2000,180,15,45,0.24070805856163024
5597,爱建园,31.181223,121.439348,0,2.2,100000,2350,2005,31,2,40,0.46450394278352275
5598,中海馨园,31.168025,121.435674,0,2.5,156783,1110,2002,423,28,40,0.4146509147570325
5611,凌云壹街坊,31.140987,121.432098,0,0.6,49769,90,2014,167,2,30,-0.25091246880247914
5622,高邮路花园洋房,31.215889,121.445678,0,0.5,100000,30,1929,100,19,45,1.1172057898980317
5623,华馨公寓,31.140653000000004,121.457755,0,0.6,17400,323,2005,88,187,40,0.2234993107946103
5626,华泾五村,31.125465999999996,121.45173700000001,0,0.6,30000,350,2000,350,2,30,-0.2431730783574945
5628,橡胶小区,31.202928999999997,121.452335,0,1.2,9500,100,1993,100,21,25,0.28181961579172277
5632,华元公寓,31.176546000000002,121.426235,0,1.5,4200,56,2002,30,3,40,-0.23883800087604076
5634,兴南花园,31.207726,121.465097,0,2.8,7500,288,1995,36,3,30,0.15565317448756036
5636,龙南五村,31.160807000000002,121.46065800000001,0,0.8,8000,1600,1993,56,16,30,-0.021638733218140988
5637,交大公寓,31.199744,121.43470500000001,0,1.15,30000,188,1999,55,25,30,0.36325734763045864
5640,金星苑,31.202271999999997,121.463435,0,1.2,2000,900,1999,64,23,46,0.30675678414365465
5642,明园世纪城,31.218327000000002,121.46529,0,2.0,18689,404,2003,120,39,30,0.4484851820668398
5644,东方时空公寓,31.198959000000002,121.434036,0,2.45,16000,267,2003,120,36,36,0.9045930589505292
5645,梧桐花园A座,31.21150200000001,121.46649,0,2.2,49079,450,2000,97,2,25,0.6312481722308875
5649,华理苑,31.149763,121.427131,0,0.7,60134,428,1997,210,2,30,0.015398737726133668
5652,强生花苑,31.182194,121.45078899999999,0,1.6,55000,574,2000,600,33,40,0.3204485301552677
5690,云锦东方(一期),31.171925,121.46269,0,7.8,60797,180,2017,253,255,52,1.1837927436351654
5697,协合紫薇园,31.150952,121.43617900000001,0,2.01,24206,31,2010,81,15,36,0.29451496659803483
5706,欣嘉苑,31.186852000000002,121.41640600000001,0,0.85,160000,780,2002,95,15,35,0.21275971920517245
5714,梅陇十村,31.137537,121.43039099999999,0,0.35,381000,127,1999,48,12,35,-0.0596396699367257
5719,气象苑,31.174828,121.44360900000001,0,1.0,15000,324,2000,110,12,30,0.21083308007562854
5721,漕溪四村,31.176589,121.44741299999998,0,0.5,89000,1160,1986,210,19,35,0.21378044831924461
5723,锦馨公寓,31.196269,121.424304,0,1.5,22232,288,2004,30,16,35,0.1867961384599188
5728,长桥八村,31.138365999999998,121.446455,0,1.1,3000,1286,1996,100,15,26,-0.037003582235858395
5732,园南二村,31.146226000000002,121.449104,0,1.0,7000,84,1999,110,2,28,0.2667493368746345
5736,华容小区,31.186023,121.455901,0,1.2,10000,180,1997,50,3,25,0.1351535970026889
5739,汇峰大厦,31.193631,121.446104,0,3.5,1600,253,1999,208,3,20,-0.05005992630021842
5741,伯乐大院,31.215983,121.44931299999999,0,0.7,6000,52,2004,40,16,35,1.1341525261706755
5742,海天公寓,31.197770000000002,121.44814299999999,0,0.8,32000,384,1997,50,3,30,0.38380974075105107
5744,佳信徐汇公寓,31.179429,121.444473,0,1.45,180,350,1998,100,28,30,0.12711031190298525
5746,天际花园,31.197665,121.451178,0,2.5,234,230,2004,238,32,35,0.5646281237930212
5750,汇贤雅居,31.197349,121.433903,0,1.8,63223,745,2007,500,278,40,0.5857160437638408
5751,保利星苑,31.170882000000002,121.44206299999999,0,1.8,43000,335,2003,110,36,40,0.5407334978111752
5752,星罗苑,31.141945,121.44486100000002,0,0.95,11967,225,2005,60,16,33,0.49510569456698456
5754,田林三四村,31.176684,121.42872,0,1.28,50000,760,1982,230,16,30,0.1553408117554628
5757,淮海鑫城苑,31.202638,121.43119899999999,0,1.5,66000,250,2001,200,37,37,0.27712770809838205
5761,光华园,31.146601,121.43891399999998,0,0.6,35000,1400,1996,85,2,30,0.3768992256961739
5762,宛南一村,31.190203000000004,121.45708799999998,0,0.6,36500,760,1979,80,18,20,0.15847699131750762
5769,万科华尔兹花园,31.17554,121.43450700000001,0,2.1,109000,770,2001,350,172,40,0.5664558044958978
5771,阳光名邸,31.201213,121.42886499999999,0,2.2,40000,396,2001,150,4,40,0.4319813398178686
5774,汇翠花园,31.190856,121.44414599999999,0,2.2,98000,55,2003,500,38,50,0.4336107925276596
5776,春华苑,31.145614000000002,121.422472,0,0.8,64000,460,1995,80,16,32,-0.062497272180889296
5777,叠加苑,31.158944,121.45845200000001,0,1.7,9000,370,2002,75,19,30,-0.06419958556138998
5779,尊园,31.197723,121.445728,0,2.8,54900,666,2004,180,45,45,0.572144161742713
5783,巴黎时韵,31.21202700000001,121.464173,0,8.0,30332,540,2003,80,32,40,-0.2812274146871903
5785,宜德苑,31.191552,121.432502,0,1.87,50000,405,2005,120,2,40,0.47151438049025735
5787,汇景苑,31.210686,121.467897,0,2.25,177814,953,1999,450,13,35,0.49328146646551274
5893,徐虹大楼,31.193222,121.431202,0,1.15,3000,180,1997,150,32,20,0.18891632902899902
5900,银亿徐汇酩悦(商住楼),31.204119,121.466353,0,7.0,25675,167,2014,88,5,21,0.14420222369334554
5911,钦州路111弄小区,31.168728,121.437928,0,1.8,49000,163,1992,88,2,35,0.19999854607361667
5913,桃源村小区,31.218307,121.46263200000001,0,0.5,4322,42,1993,10,18,23,0.8146149836794186
5915,武康路公房,31.218969,121.445999,0,0.8,7850,180,1964,30,15,35,0.9551276569175485
5918,中瑞公寓,31.192644,121.426905,0,1.0,25000,320,2011,180,16,35,0.3766889614204163
5920,衡山路新里,31.209584999999997,121.451645,0,1.5,5620,65,1948,30,12,30,1.4833580577889744
5927,华滨家园,31.146782,121.45633799999999,0,1.1,508500,4770,2008,100,1,20,0.044021593052133906
5931,永嘉路310弄小区,31.215154,121.463922,0,0.5,2000,68,1986,23,1,20,1.0341491469572117
5932,陕西南路582弄小区,31.213223,121.467817,0,0.4,4869,46,1990,35,16,35,1.3399881106170142
5940,老沪闵路439弄小区,31.153863,121.43369299999999,0,0.35,324,144,1996,51,14,35,-0.17444510156709683
5949,宜山路177-179号小区,31.196762,121.437317,0,0.8,7800,600,1986,98,18,28,0.6218642955031893
5952,机场新村,31.173640000000002,121.457796,0,0.5,3600,250,1993,100,16,30,0.13278608982929105
5953,湖南路261号老公寓,31.214607,121.44639,0,0.8,130000,560,1936,200,15,35,1.1324500086361347
5965,正蕃小筑,31.214265,121.46215,0,0.5,13650,8,1942,6,12,35,0.9979461626045372
5970,湖南路296弄小区,31.215159999999997,121.44532099999999,0,0.8,180000,450,1983,120,12,35,1.527956332837822
5976,高安公寓,31.205689000000003,121.454378,0,2.0,11520,126,1998,60,3,20,0.4500319306071809
5979,徐汇锦梅苑,31.139295,121.42953500000002,0,1.53,5545,420,2008,206,21,36,0.043086360072003255
5983,襄阳南路338号小区,31.214892,121.46410300000001,0,0.5,6321,62,1937,10,15,32,1.6724446937159827
5991,华绮公寓,31.20978,121.45160700000001,0,1.5,12800,133,1991,25,3,25,0.636916034731445
5994,名人花苑(东区),31.121284999999997,121.460921,0,1.6,143050,870,1999,143,2,35,-0.22079631892769555
5995,新乐路7弄小区,31.224551,121.46453100000001,0,1.5,1530,28,1942,3,15,35,0.8279532621465266
5999,腾王阁,31.189169,121.458357,0,1.2,5000,360,2003,20,4,35,0.24426841965860535
6003,田林九村,31.179009999999998,121.42833799999998,0,0.8,42220,462,1983,200,2,30,0.1510780771965089
6007,罗秀三村,31.14032700000001,121.452629,0,0.5,84600,325,1994,100,15,35,-0.09331534981275953
6011,煤科公寓,31.186807,121.451582,0,1.2,43000,550,1990,200,2,30,0.14821670718665408
6014,田林十三村,31.179555999999998,121.43100600000001,0,0.5,51232,200,1987,200,28,30,0.30000602587722436
6021,长桥五村,31.142446000000003,121.441965,0,0.5,61889,654,1989,31,15,35,0.44332292209790786
6023,长桥二村,31.143041999999998,121.44755,0,0.8,2100,100,1988,100,15,20,-0.039391658710738076
6025,舒乐小区,31.136678000000003,121.440928,0,0.5,1520,410,1996,210,16,30,-0.038654587184054685
6028,华鼎广场,31.186481,121.438493,0,2.0,106785,530,2003,193,33,29,0.14911839417202014
6030,园南一村,31.14792000000001,121.44615800000001,0,1.3,300000,350,1987,600,17,20,0.27708207792258904
6031,园南三村,31.148375,121.45016499999998,0,0.6,5300,1505,1994,152,2,28,0.26662737085868876
6044,乐山大楼,31.202441999999998,121.439228,0,1.5,24500,286,1991,50,25,20,0.34870353327755016
6051,明园小安桥,31.191177000000003,121.429156,0,2.0,85000,687,2011,281,25,50,0.5483172747988238
6053,湖南路343弄小区,31.214638,121.443643,0,0.8,300,5,1925,5,8,45,1.1576150255103463
6055,徐汇龙兆苑,31.176709999999996,121.453055,0,1.78,130000,843,2003,240,19,48,0.455332911458457
6056,桂林苑(北区),31.18757,121.41923500000001,0,0.8,20000,460,1996,120,2,20,0.12081693206896686
6058,正南花苑,31.155804999999997,121.43740600000001,0,0.95,5380,110,1999,50,16,38,0.07058728826123521
6061,徐家汇景园,31.195511,121.43443300000001,0,2.5,43000,196,2003,85,316,40,0.5336108859873908
6064,天然居,31.150643,121.452444,1,2.8,58102,256,2004,91,142,41,0.3782940809894866
6069,明华苑,31.195646000000004,121.437886,0,1.5,28000,230,2002,100,38,33,0.5153998989328205
6070,薛家宅小区,31.170035,121.43319199999999,0,0.35,32000,342,1996,67,2,35,0.289411394580126
6071,桂林新苑,31.187682000000002,121.422147,0,1.05,22599,285,2003,230,2,35,0.25773504102559724
6073,金轩公寓,31.194757,121.446396,0,1.8,25000,432,1997,186,33,30,0.36187834424258086
6074,华龙公寓,31.209846000000002,121.45271699999999,0,0.5,23361,560,1993,10,23,40,0.8348505655711645
6077,鑫龙苑,31.16415,121.454976,0,1.6,41000,340,2002,98,17,35,0.12970449514690682
6079,佳安公寓,31.195849,121.45319099999999,0,1.5,40000,700,2000,600,4,30,0.2805932020511293
6080,汇成花园,31.208911999999998,121.45306599999999,0,1.44,3000,160,2007,90,3,35,2.321075761983766
6081,云都新苑,31.177052000000003,121.448217,0,1.5,20000,114,2003,50,23,42,0.22971244775225272
6082,书香苑,31.144547999999997,121.43450800000001,0,0.8,54350,803,1999,230,18,37,0.13164278749339764
6083,恒昌花园,31.195317,121.45576399999999,0,1.8,6959,176,2001,120,33,30,0.12801755675465107
6085,龙吴小区,31.180179,121.45088999999999,0,0.6,3800,520,1996,80,2,30,-0.016247772242279402
6087,紫薇园,31.157907,121.416278,0,0.5,30000,1200,1992,300,36,45,0.13255997681365764
6089,华侨新村,31.187054999999997,121.456842,0,0.5,16230,48,1965,80,18,35,0.21738879719646184
6091,鑫国家园,31.192652000000002,121.446371,0,1.8,41854,180,2001,127,25,35,0.4549724443590628
6094,阳光绿园,31.143757,121.436226,0,1.2,80000,708,2003,330,17,30,0.25589566401248415
6096,罗秀家园,31.137627000000002,121.438189,0,0.7,17000,132,2002,60,19,30,0.1554016933591194
6105,精文公寓,31.191514,121.456318,0,2.15,18584,150,1999,38,45,20,-0.009502856979565164
6106,龙安小区,31.19104500000001,121.461633,0,0.8,2000,120,1994,80,12,28,0.15192096005119587
6107,长顺坊,31.161429,121.425652,0,0.5,47000,829,1994,300,23,30,0.22177818657834433
6109,长海坊,31.163087,121.424901,0,0.5,74500,910,1995,396,14,40,0.23157896189769045
6110,长虹坊,31.162707,121.42345300000001,0,1.3,69000,624,1991,150,12,45,0.09812032027668773
6113,龙南三四村小区,31.162623999999997,121.46364799999999,0,0.8,5000,1500,1995,340,18,22,-0.03091266674915868
6117,鹏欣公寓,31.190346999999996,121.450376,0,1.3,10000,2000,1998,150,2,30,0.0886038842577007
6119,青之杰花园,31.197329999999997,121.43768500000002,0,2.5,40000,400,2002,100,42,50,0.43757331413539274
6121,聚龙新苑,31.162722,121.45733100000001,0,1.4,20000,200,2002,60,15,30,0.1564145983569777
6125,徐虹华庭哈佛印象,31.196094,121.432751,0,3.5,73000,560,2004,350,36,50,0.48921569674390014
6127,创世纪花园,31.19170200000001,121.44596899999999,0,2.51,109000,656,1999,248,351,40,0.47213533074803493
6130,科苑新村,31.169392,121.439328,0,0.8,30000,630,1990,85,14,35,0.31716890485349275
6132,东樱花园,31.15363,121.419898,0,0.6,35000,882,1992,85,12,30,0.03605748819757271
6133,嘉创华狮国际公寓,31.196906,121.448279,0,3.8,14000,210,2000,64,35,30,0.7897501654543332
6134,为乐公寓,31.217534999999998,121.45251,0,2.0,3797,47,2015,50,18,38,1.1198794185602268
6135,中虹汇之苑,31.173161,121.436621,0,1.65,16000,300,2005,80,22,35,0.48560668513468824
6138,西樱花园,31.153060999999997,121.41776399999999,0,0.6,6000,720,1992,150,19,35,0.01830350030149514
6141,幽澜苑,31.151673,121.43545900000001,0,0.8,22000,120,2005,115,19,40,0.2579706674980294
6143,徐汇臻园(公寓),31.132106,121.45563100000001,0,1.5,148000,680,2007,500,13,35,0.06264525603810049
6146,绿邑新苑,31.160553999999998,121.459208,0,1.6,8500,340,2003,80,208,45,-0.04285299981987204
6147,徐汇御景苑,31.172797999999997,121.453326,0,1.95,10000,400,2004,150,35,30,0.35242555444002693
6148,太原邸,31.209496,121.462447,0,8.0,36000,169,1937,139,23,33,1.086739838777259
6150,环龙新苑,31.201860999999997,121.475623,0,2.2,29963,273,2006,70,16,35,0.5072516330654532
6151,长桥新村,31.144209999999998,121.446918,0,0.8,29400,654,1989,100,15,25,-0.0025499081415515192
6153,颐峰苑,31.194957000000002,121.437692,0,2.0,20000,141,2005,69,2,35,0.5875110779453184
6154,天秀苑,31.136714,121.436526,0,1.0,20000,264,2002,35,12,40,0.07248464822452962
6201,康惠苑,31.171318,121.438806,0,1.65,39633,220,2003,150,18,35,0.4260434914547484
6210,五原路洋房,31.21971,121.453965,0,0.5,1000,19,1989,28,16,35,1.614406656714544
6213,东安一村,31.19489,121.464025,0,2.0,6800,5210,1980,150,16,25,0.1952956222326545
6214,体育花苑,31.149305,121.436939,0,0.5,79,98,1998,49,12,35,0.19797887226085875
6215,金丽广场,31.183302,121.42631200000001,0,1.2,20000,640,2000,80,25,35,0.11434393575201603
6219,兴国路157号小区,31.21389000000001,121.443845,0,4.5,690,20,1979,4,1,35,0.7010120433897109
6220,龙南七村,31.164572999999997,121.459623,0,0.7,14000,230,1994,60,18,30,-0.03267278426273356
6222,梅陇三村,31.142189000000002,121.42365,0,0.7,11500,400,1997,42,2,35,-0.03176162814443016
6224,金谷园小区,31.182743,121.44323600000001,0,1.13,64000,1200,1996,400,32,32,0.09058709061533991
6226,上方花园,31.219294,121.457349,0,2.0,24502,523,1991,125,9,35,2.2408387928813647
6229,绿邑翠苑,31.163062,121.455265,0,1.65,37000,240,2005,23,208,35,0.05976527786788955
6230,陕西南路188弄小区,31.225006,121.46410700000001,0,0.8,5600,85,2002,20,16,36,1.0639121565458722
6234,华建二街坊,31.1276,121.446145,0,0.5,25000,360,1994,235,16,30,-0.1617372373701615
6237,漕溪三村(北区),31.176759999999998,121.443404,0,0.8,12565,900,1992,260,1,25,0.11546820649037182
6241,明佳苑,31.183021000000004,121.448949,0,1.3,40000,202,1998,75,21,34,0.17675363094255125
6245,凯旋一村,31.199375,121.431205,0,0.5,39000,624,1985,462,16,25,0.621188139824139
6247,恒地苑,31.173253999999996,121.45506599999999,0,0.9,112000,856,2004,220,16,35,0.13975348355692213
6250,科汇小区,31.199939,121.44786,0,1.3,1650,568,1991,49,2,25,0.5579232432256087
6252,南林公寓,31.18605800000001,121.43310100000001,0,1.1,20000,136,2005,630,4,30,-0.29133405761402126
6253,海波金桂苑,31.152888,121.444052,0,1.5,11000,164,2005,28,22,40,-0.0725136675961798
6267,晶苑,31.199977,121.450649,0,2.5,6033,12,2007,24,2,35,0.44313760283005105
6274,海上名邸,31.160897,121.429775,0,2.3,70000,562,2008,360,18,39,0.5577707426818681
6289,华侨公寓,31.204788,121.44771599999999,0,0.8,5000,49,2015,12,18,35,0.7905706599022229
6291,高安路18弄洋房,31.20599600000001,121.45379299999999,0,1.2,5412,24,2015,35,18,45,1.6789306854708563
6293,湖南路4弄小区,31.214636,121.448972,0,1.5,2160,54,1986,10,16,30,1.4908068214878243
6295,科汇景苑,31.1785,121.44626399999999,0,1.5,4000,85,2003,50,25,40,0.25321210685139756
6296,航天新苑,31.177968,121.402599,0,1.0,86000,586,1999,200,15,30,-0.05043293168406552
6299,乌中小区,31.218564,121.45328,0,1.8,15620,560,1991,85,19,30,0.7148255077149651
6302,南山大楼,31.195933,121.43713600000001,0,1.3,800,224,1997,100,4,28,0.613493851485237
6304,科华公寓,31.175034999999998,121.436501,0,1.8,16000,141,2002,49,4,30,0.33038418677851
6306,百乐公寓,31.205540999999997,121.465648,0,1.2,130000,300,1999,100,3,40,0.40901768109407705
6307,零陵公寓,31.200847999999997,121.47056599999999,0,1.0,2500,50,2001,20,16,35,-0.18006423822056927
6308,申德公寓,31.18300300000001,121.42771699999999,0,1.5,12000,136,2002,50,3,30,0.3130142258327129
6309,明佳公寓,31.18427800000001,121.421799,0,1.2,17000,192,1997,15,35,30,-0.26755335882580766
6310,龙龙家园,31.163228999999998,121.459453,0,1.0,160000,36,2006,100,15,27,-0.15149481119984531
6311,迎春园,31.153691,121.42474399999999,0,1.5,60000,588,1996,100,42,20,-0.04257334200190169
6321,复兴中路1232弄小区,31.219671999999996,121.46528300000001,0,1.0,18700,380,1994,120,18,35,1.0573356074310176
6322,徐汇一品苑,31.220475,121.446926,0,2.0,17000,120,1936,64,2,25,0.4329288771838657
6325,梦蝶苑,31.170826,121.443573,0,1.6,2600,765,1997,120,38,30,0.21831468007526414
6326,牡丹园,31.160258000000002,121.41755900000001,1,4.2,42000,152,2001,300,7,45,0.6238442323549785
6327,长春新苑,31.184726,121.42286599999998,0,1.2,275000,1129,1996,150,29,35,0.1915876017950773
6328,豪门府邸,31.172912,121.43101599999999,0,1.8,9300,116,2002,60,15,48,0.380753821761374
6330,徐虹公寓,31.192940999999998,121.432179,0,1.15,80000,420,1997,300,32,20,0.14956755916945716
6332,海斯大厦,31.208136,121.442645,0,4.8,26548,192,1996,105,38,30,0.6474241213322968
6445,武康路洋房,31.214096,121.44659399999999,0,1.1,2300,20,1959,10,18,40,2.0051461524658034
6446,柳林村,31.219285,121.45137199999999,0,0.8,4563,65,1984,16,12,30,1.5565883316238747
6462,宛南三村,31.186916999999998,121.45777700000001,0,1.2,12000,980,1995,370,16,30,0.20154955953528117
6466,徐汇长春苑,31.186976,121.42811599999999,0,1.1,32640,450,2008,150,29,45,0.4384355001031999
6468,吴兴大楼小区,31.207246,121.450745,0,1.2,9189,240,1993,80,3,30,0.8473188788676235
6469,潘兴公寓,31.213088,121.448214,0,0.8,3564,50,1948,46,16,35,0.23908199467060368
6470,淮海中路1857弄小区,31.210488,121.44495500000001,0,0.8,12432,122,1936,20,18,40,1.4410448770551272
6475,化工二三村,31.144361,121.42392,0,0.6,3535,1010,2000,350,16,35,-0.0017228342646365725
6484,延庆社区,31.222993,121.45836499999999,0,0.5,12500,370,1983,350,16,30,0.8183466204558564
6485,清枫大楼,31.205181,121.46275700000001,0,0.8,10000,198,1992,80,2,30,0.3497094328919546
6492,宛平路新里,31.209735,121.44746,0,2.0,1000,36,1935,30,12,35,0.9343968900035727
6509,银丽公寓,31.185278999999998,121.427153,0,1.25,5000,192,1997,80,3,35,0.11820407711691923
6517,嘉善小区,31.216521000000004,121.46642,0,0.8,5322,68,1993,10,14,30,1.0150582149792446
6522,徐汇祥和公寓,31.206958,121.46702900000001,0,0.8,100000,312,1996,14,14,35,0.32913299783224187
6526,永康路141弄小区,31.216244,121.46303600000002,0,0.5,16500,320,2000,100,18,35,1.15912376728991
6527,福禄村,31.210835,121.461367,0,0.8,4321,46,1936,10,14,29,2.0401722874555173
6533,湖南路20弄洋房,31.215113,121.448425,1,4.5,2450,40,1927,20,7,30,1.3682352957077357
6540,东安三村,31.196492,121.45924099999999,0,0.8,30000,420,1982,50,2,35,0.21586474037207412
6542,中星虹漕公寓,31.157708000000003,121.422357,0,1.6,8954,264,2000,60,36,30,0.1837107185799369
6553,景福苑,31.205840000000002,121.455046,0,2.4,21000,485,2002,52,237,35,1.0865895768486755
6555,宛南五村,31.186978000000003,121.454851,0,0.6,5000,1000,1990,68,18,30,0.3012236118063479
6556,吴兴路公安大楼,31.205496999999998,121.451247,0,0.6,150000,652,1992,100,28,36,0.7538363968392465
6561,岳阳大楼,31.210344,121.4593,0,1.2,5820,140,1986,6,22,30,0.9032070382858265
6568,襄阳南路277弄小区,31.216289,121.46501299999998,0,1.3,6520,200,1990,120,16,30,1.114771964030791
6569,梅陇五村,31.141078999999998,121.428731,0,0.6,2000,265,1990,26,2,30,-0.053114871221947975
6571,华苑大厦,31.188296,121.439622,0,4.0,62530,100,2002,50,36,30,-0.2683980195137554
6576,汇成四村,31.150185999999998,121.44208400000001,0,1.2,53000,1552,1994,200,18,25,-0.015060639504228965
6579,桂林西街101弄小区,31.156975,121.424884,0,1.2,2860,125,1992,30,16,43,0.21397621090238206
6583,淮海大楼,31.219649,121.456433,0,0.8,10400,57,1949,10,161,20,0.8762543010470084
