,room,area,price,orient,level,dec,line,linedistance,district,school,time,elevator,unknown1,unknown2,unknown3,unknown4,web
2020,"
2室2厅1卫        ",74平米,29730元/平米,南北,高层,精装修,0,0,闵行,0,2014年,有 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319655601.htm
2021,"
2室2厅1卫        ",76平米,35263元/平米,南北,中层,精装修,0,0,闵行,0,2010年,有 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319776901.htm
2022,"
2室2厅1卫        ",81平米,33951元/平米,南北,中层,精装修,0,0,闵行,0,2010年,有 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_318920597.htm
2023,"
2室2厅1卫        ",75.5平米,28477元/平米,南北,低层,毛坯,0,0,闵行,0,2012年,无 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319655930.htm
2024,"
2室2厅1卫        ",75平米,34000元/平米,南北,高层,精装修,0,0,闵行,0,2010年,有 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319776323.htm
2025,"
2室1厅1卫        ",75平米,26400元/平米,南北,高层,毛坯,0,0,闵行,0,2013年,无 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319533228.htm
2026,"
1室2厅1卫        ",57平米,34737元/平米,南,高层,精装修,0,0,闵行,0,2011年,有 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319359769.htm
2027,"
2室2厅1卫        ",76平米,28947元/平米,南北,中层,精装修,0,0,闵行,0,2014年,有 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319359448.htm
2028,"
1室1厅1卫        ",60平米,32500元/平米,南,低层,精装修,0,0,闵行,0,2013年,有 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319712810.htm
2029,"
2室2厅1卫        ",74.4平米,29301元/平米,南,高层,毛坯,0,0,闵行,0,2013年,无 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319596978.htm
2030,"
1室1厅1卫        ",55平米,32727元/平米,南,中层,豪华装修,0,0,闵行,0,2012年,有 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_318727979.htm
2031,"
2室2厅1卫        ",81.5平米,31632元/平米,南北,高层,精装修,0,0,闵行,0,2005年,有 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319842316.htm
2032,"
2室2厅1卫        ",77平米,29221元/平米,南北,中层,简装修,0,0,闵行,0,2014年,有 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_318920318.htm
2033,"
1室2厅1卫        ",56平米,31071元/平米,南,中层,毛坯,0,0,闵行,0,2014年,无 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319596446.htm
2034,"
1室2厅1卫        ",58平米,32759元/平米,南,高层,毛坯,0,0,闵行,0,2012年,有 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319778173.htm
2035,"
5室3厅6卫        ",280平米,33929元/平米,南,低层,毛坯,0,0,浦东,0,2008年,独栋,200平米,1,1,"
                                2018-04-12
                        ",http://esf.sh.fang.com/chushou/10_319860439.htm
2036,"
4室3厅4卫        ",435.87平米,114667元/平米,南,低层,精装修,0,0,浦东,1,2005年,独栋,800平米,挑高,"
                                2018-04-10
                        ",94126元/平米,http://esf.sh.fang.com/chushou/10_319756207.htm
2037,"
8室2厅6卫        ",500平米,108000元/平米,东,低层,精装修,9,762,浦东,0,2008年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319973368.htm
2038,"
2室2厅2卫        ",101平米,114851元/平米,南,中层,精装修,1,786,静安,0,2007年,有 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319711898.htm
2039,"
2室2厅2卫        ",128平米,101562元/平米,南北,高层,精装修,1,786,静安,0,2011年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319711283.htm
2040,"
2室2厅2卫        ",130平米,98462元/平米,南北,高层,精装修,1,786,静安,0,2011年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319906967.htm
2041,"
4室2厅3卫        ",228平米,92105元/平米,南北,低层,简装修,9,1086,浦东,0,2005年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319775655.htm
2042,"
2室2厅1卫        ",35平米,20857元/平米,南,中层,精装修,11,394,嘉定,0,2017年,有 ,商品房,酒店式公寓,平层,"
                                2018-04-03
                        ",http://esf.sh.fang.com/chushou/3_319335403.htm
2043,"
1室2厅1卫        ",55.6平米,43165元/平米,南北,高层,精装修,13,1086,嘉定,0,2011年,有 ,个人产权,普通住宅,平层,钢混,http://esf.sh.fang.com/chushou/3_315589546.htm
2044,"
4室3厅4卫        ",390平米,217923元/平米,东西,低层,豪华装修,2,694,浦东,0,2010年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319973363.htm
2045,"
6室3厅6卫        ",800平米,250000元/平米,西南,高层,豪华装修,2,492,浦东,0,2009年,无 ,个人产权,普通住宅,"
                                2018-04-14
                        ",179257元/平米,http://esf.sh.fang.com/chushou/3_319973361.htm
2046,"
4室2厅4卫        ",289平米,115917元/平米,南,低层,精装修,7,825,浦东,0,2009年,有 ,个人产权,普通住宅,"
                                2018-04-13
                        ",102253元/平米,http://esf.sh.fang.com/chushou/3_319942150.htm
2047,"
5室6厅5卫        ",388平米,38660元/平米,北,低层,毛坯,0,0,松江,0,2017年,独栋,100平米,挑高,1,2,http://esf.sh.fang.com/chushou/10_319553076.htm
2048,"
4室2厅4卫        ",289平米,115917元/平米,南,低层,精装修,7,825,浦东,0,2009年,有 ,个人产权,普通住宅,"
                                2018-04-13
                        ",102253元/平米,http://esf.sh.fang.com/chushou/3_319942150.htm
2049,"
2室2厅1卫        ",89平米,44944元/平米,南北,高层,精装修,8,530,闸北,0,2005年,有 ,个人产权,普通住宅,"
                                2018-04-11
                        ",52324元/平米,http://esf.sh.fang.com/chushou/3_319805642.htm
2050,"
5室6厅5卫        ",388平米,38660元/平米,北,低层,毛坯,0,0,松江,0,2017年,独栋,100平米,挑高,1,2,http://esf.sh.fang.com/chushou/10_319553076.htm
2051,"
2室1厅1卫        ",70平米,32571元/平米,南,中层,中装修,9,1015,松江,0,2011年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_315889947.htm
2052,"
3室2厅2卫        ",141.35平米,89706元/平米,南北,高层,精装修,7,661,静安,0,2005年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319884686.htm
2053,"
6室3厅6卫        ",521平米,130518元/平米,南,低层,精装修,0,0,浦东,1,2005年,独栋,挑高,"
                                2018-04-14
                        ",94126元/平米,↓5.78%,http://esf.sh.fang.com/chushou/10_319973359.htm
2054,"
4室2厅4卫        ",218平米,105505元/平米,南北,高层,豪华装修,13,488,卢湾,0,2017年,无 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319973358.htm
2055,"
5室2厅5卫        ",488.5平米,92098元/平米,南北,中层,豪华装修,7,825,浦东,0,2016年,无 ,个人产权,普通住宅,平层,钢混,http://esf.sh.fang.com/chushou/3_319747832.htm
2056,"
3室2厅3卫        ",266平米,110902元/平米,南,高层,精装修,2,783,浦东,0,2003年,有 ,个人产权,平层,板楼,"
                                2018-04-10
                        ",http://esf.sh.fang.com/chushou/3_319755291.htm
2057,"
5室2厅4卫        ",267平米,141760元/平米,南北,中层,豪华装修,9,612,黄浦,0,2017年,无 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319406683.htm
2058,"
3室2厅3卫        ",347平米,146945元/平米,西南,低层,豪华装修,9,977,浦东,0,2006年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319973356.htm
2059,"
2室2厅1卫        ",80平米,58750元/平米,暂无,中层,简装修,8,140,杨浦,0,1998年,无 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_317612007.htm
2060,"
2室1厅1卫        ",63平米,60317元/平米,南,高层,精装修,8,554,杨浦,0,1993年,无 ,个人产权,普通住宅,复式,砖混,http://esf.sh.fang.com/chushou/3_319966779.htm
2061,"
1室1厅1卫        ",41.29平米,54735元/平米,南,高层,精装修,8,106,杨浦,0,1992年,无 ,个人产权,普通住宅,复式,板楼,http://esf.sh.fang.com/chushou/3_319963201.htm
2062,"
2室2厅2卫        ",115平米,62609元/平米,南北,高层,精装修,2,438,浦东,0,2009年,无 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319928411.htm
2063,"
3室2厅1卫        ",87平米,48046元/平米,南,中层,精装修,2,1011,浦东,0,1995年,无 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319878688.htm
2064,"
3室2厅2卫        ",139平米,58849元/平米,南北,中层,精装修,2,438,浦东,0,2009年,无 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319928408.htm
2065,"
3室2厅2卫        ",142.2平米,64698元/平米,南北,中层,精装修,6,318,浦东,0,2001年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319895993.htm
2066,"
2室1厅1卫        ",58.23平米,65258元/平米,南北,低层,精装修,4,210,浦东,0,1992年,无 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319758127.htm
2067,"
2室2厅2卫        ",100.03平米,69979元/平米,南北,高层,精装修,4,432,浦东,0,2003年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319895997.htm
2068,"
3室2厅2卫        ",137平米,71533元/平米,南北,高层,精装修,4,432,浦东,0,2003年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319758191.htm
2069,"
2室1厅1卫        ",57平米,66667元/平米,南北,中层,精装修,4,274,浦东,0,1992年,无 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319825081.htm
2070,"
4室2厅2卫        ",176平米,71023元/平米,南北,低层,精装修,4,287,浦东,0,2004年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319895972.htm
2071,"
3室2厅2卫        ",168.95平米,53270元/平米,南北,中层,精装修,4,166,浦东,0,1996年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319895985.htm
2072,"
1室1厅1卫        ",48.15平米,58152元/平米,南北,中层,精装修,4,210,浦东,0,1992年,无 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319973224.htm
2073,"
2室1厅1卫        ",56平米,66071元/平米,南北,中层,精装修,4,210,浦东,0,1992年,无 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319973227.htm
2074,"
2室2厅1卫        ",117平米,70085元/平米,南北,中层,精装修,6,318,浦东,0,2001年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319758170.htm
2075,"
3室2厅2卫        ",155.6平米,61697元/平米,南北,低层,精装修,4,432,浦东,0,2003年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319825087.htm
2076,"
1室1厅1卫        ",42平米,58333元/平米,南北,中层,精装修,4,210,浦东,0,1992年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319704055.htm
2077,"
1室1厅1卫        ",48.8平米,57377元/平米,南北,中层,精装修,4,210,浦东,0,1992年,无 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319973228.htm
2078,"
1室1厅1卫        ",48.15平米,58152元/平米,南北,中层,精装修,4,210,浦东,0,1992年,无 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319973224.htm
2079,"
1室1厅1卫        ",42平米,58333元/平米,南北,中层,精装修,4,210,浦东,0,1992年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319704055.htm
2080,"
2室2厅1卫        ",95平米,63158元/平米,南北,中层,精装修,6,536,浦东,0,2002年,无 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319758110.htm
2081,"
3室2厅2卫        ",142.2平米,64698元/平米,南北,中层,精装修,6,318,浦东,0,2001年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319895993.htm
2082,"
2室2厅2卫        ",86平米,67442元/平米,南北,低层,简装修,4,223,浦东,0,2003年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319704076.htm
2083,"
2室1厅1卫        ",61.2平米,66993元/平米,南,高层,精装修,0,0,浦东,0,1992年,无 ,商品房,普通住宅,平层,塔楼,http://esf.sh.fang.com/chushou/3_319704059.htm
2084,"
2室1厅1卫        ",57平米,66667元/平米,南北,中层,精装修,4,274,浦东,0,1992年,无 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319825081.htm
2085,"
2室2厅1卫        ",117平米,70085元/平米,南北,中层,精装修,6,318,浦东,0,2001年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319758170.htm
2086,"
1室2厅1卫        ",56平米,41071元/平米,南,高层,毛坯,13,1086,嘉定,0,2011年,无 ,个人产权,普通住宅,平层,钢混,http://esf.sh.fang.com/chushou/3_315589539.htm
2087,"
1室2厅1卫        ",71.01平米,107027元/平米,南,中层,豪华装修,13,594,普陀,0,2010年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319786439.htm
2088,"
4室2厅2卫        ",188.47平米,89669元/平米,南北,低层,精装修,13,314,普陀,0,2005年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319723517.htm
2089,"
2室2厅1卫        ",79.19平米,70716元/平米,南,中层,精装修,7,1075,浦东,0,2000年,有 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319837368.htm
2090,"
3室1厅1卫        ",97.49平米,63596元/平米,东,低层,精装修,7,1075,浦东,0,1999年,无 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319873374.htm
2091,"
3室2厅1卫        ",80.86平米,69256元/平米,南,中层,简装修,7,1075,浦东,0,1999年,无 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319954547.htm
2092,"
3室1厅1卫        ",101.56平米,67940元/平米,南,高层,精装修,7,1075,浦东,0,2003年,有 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319861447.htm
2093,"
2室1厅1卫        ",63.08平米,79264元/平米,南,中层,简装修,7,1075,浦东,0,1999年,无 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319956022.htm
2094,"
3室2厅3卫        ",242.8平米,85255元/平米,东,低层,简装修,9,995,浦东,0,2003年,无 ,个人产权,普通住宅,"
                                2018-04-11
                        ",84957元/平米,http://esf.sh.fang.com/chushou/3_319817343.htm
2095,"
4室2厅6卫        ",731.9平米,121601元/平米,南,低层,豪华装修,0,0,浦东,0,2017年,独栋,1000平米,平层,1,2,http://esf.sh.fang.com/chushou/10_319694113.htm
2096,"
4室3厅3卫        ",310平米,48387元/平米,南,低层,毛坯,2,998,青浦,0,2011年,独栋,"
                                2018-04-06
                        ",50192元/平米,↓0.65%,↑1.79%,http://esf.sh.fang.com/chushou/10_319476891.htm
2097,"
4室2厅3卫        ",188平米,50532元/平米,南,高层,豪华装修,17,524,青浦,0,2017年,无 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319476696.htm
2098,"
3室2厅3卫        ",322.96平米,201232元/平米,南北,高层,精装修,0,0,闵行,0,2000年,有 ,个人产权,普通住宅,"
                                2018-04-13
                        ",59662元/平米,http://esf.sh.fang.com/chushou/3_319902434.htm
2099,"
2室2厅1卫        ",78平米,29103元/平米,南北,中层,精装修,0,0,浦东,0,2013年,有 ,个人产权,普通住宅,"
                                2018-04-12
                        ",31488元/平米,http://esf.sh.fang.com/chushou/3_319893490.htm
2100,"
暂无        ",33.49平米,47775元/平米,南,低层,毛坯,8,458,杨浦,0,1991年,有 ,商品房,普通住宅,开间,板楼,http://esf.sh.fang.com/chushou/3_319745724.htm
2101,"
暂无        ",38.3平米,50914元/平米,南北,中层,中装修,8,206,杨浦,1,1993年,无 ,个人产权,普通住宅,开间,板楼,http://esf.sh.fang.com/chushou/3_319842860.htm
2102,"
2室2厅1卫        ",89平米,48315元/平米,南北,中层,精装修,0,0,浦东,0,2014年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319860512.htm
2103,"
4室3厅6卫        ",450平米,84444元/平米,南北,低层,精装修,7,825,浦东,0,2016年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319639926.htm
2104,"
4室3厅4卫        ",390平米,230744元/平米,东西,高层,精装修,2,694,浦东,0,2010年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_318923852.htm
2105,"
4室2厅3卫        ",278平米,79856元/平米,东西,中层,精装修,9,995,浦东,0,2006年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319028626.htm
2106,"
2室2厅1卫        ",93平米,64516元/平米,南北,高层,精装修,11,424,普陀,0,2003年,有 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319928073.htm
2107,"
4室2厅4卫        ",317平米,97792元/平米,南北,中层,豪华装修,7,825,浦东,0,2016年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319575424.htm
2108,"
4室3厅6卫        ",450平米,84444元/平米,南北,低层,精装修,7,825,浦东,0,2016年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319639926.htm
2109,"
4室3厅4卫        ",390平米,230744元/平米,东西,高层,精装修,2,694,浦东,0,2010年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_318923852.htm
2110,"
4室2厅3卫        ",278平米,79856元/平米,东西,中层,精装修,9,995,浦东,0,2006年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319028626.htm
2111,"
2室2厅1卫        ",93平米,64516元/平米,南北,高层,精装修,11,424,普陀,0,2003年,有 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319928073.htm
2112,"
4室2厅4卫        ",317平米,97792元/平米,南北,中层,豪华装修,7,825,浦东,0,2016年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319575424.htm
2113,"
4室2厅4卫        ",356平米,91264元/平米,南北,中层,豪华装修,7,825,浦东,0,2013年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319466006.htm
2114,"
4室4厅3卫        ",379平米,65963元/平米,暂无,低层,精装修,0,0,浦东,0,2013年,独栋,600平米,平层,1,2,http://esf.sh.fang.com/chushou/10_319912052.htm
2115,"
2室2厅1卫        ",74平米,39865元/平米,南北,中层,精装修,0,0,嘉定,0,2006年,无 ,个人产权,普通住宅,平层,钢混,http://esf.sh.fang.com/chushou/3_315589531.htm
2116,"
2室1厅1卫        ",55.45平米,82597元/平米,南,高层,精装修,1,434,闸北,0,1993年,无 ,商品房,"
                                2018-04-12
                        ",76367元/平米,↑1.4%,http://esf.sh.fang.com/chushou/3_319891443.htm
2117,"
6室3厅6卫        ",1619平米,287214元/平米,南,低层,毛坯,10,1151,长宁,0,2006年,独栋,挑高,"
                                2018-04-12
                        ",238938元/平米,↓6.36%,http://esf.sh.fang.com/chushou/10_319876295.htm
2118,"
5室3厅6卫        ",363平米,130165元/平米,南,高层,毛坯,0,0,浦东,0,2016年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319764131.htm
2119,"
2室2厅1卫        ",100平米,30000元/平米,南北,低层,精装修,0,0,浦东,0,2003年,有 ,个人产权,普通住宅,"
                                2018-04-07
                        ",29976元/平米,http://esf.sh.fang.com/chushou/3_319574478.htm
2120,"
1室1厅1卫        ",51平米,70588元/平米,南,中层,精装修,2,750,浦东,1,2000年,有 ,个人产权,普通住宅,"
                                2018-04-13
                        ",64740元/平米,http://esf.sh.fang.com/chushou/3_319961907.htm
2121,"
1室2厅1卫        ",64.66平米,75781元/平米,西北,中层,精装修,13,651,普陀,0,2001年,无 ,商品房,普通住宅,"
                                2018-04-10
                        ",73313元/平米,http://esf.sh.fang.com/chushou/3_319715909.htm
2122,"
2室2厅1卫        ",55平米,22727元/平米,南,低层,简装修,10,606,长宁,0,2015年,无 ,个人产权,酒店式公寓,复式,板楼,http://esf.sh.fang.com/chushou/3_319335379.htm
2123,"
3室2厅2卫        ",162.7平米,66687元/平米,南北,中层,豪华装修,3,329,普陀,1,2006年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319921988.htm
2124,"
2室1厅1卫        ",56.66平米,57360元/平米,南,高层,精装修,0,0,徐汇,0,1990年,无 ,商品房,"
                                2018-04-12
                        ",53809元/平米,↑4.31%,http://esf.sh.fang.com/chushou/3_319881395.htm
2125,"
4室2厅3卫        ",300平米,83333元/平米,南北,高层,精装修,9,995,浦东,0,2016年,无 ,个人产权,普通住宅,"
                                2018-04-09
                        ",84957元/平米,http://esf.sh.fang.com/chushou/3_319648160.htm
2126,"
8室3厅6卫        ",501平米,99800元/平米,南北,中层,简装修,9,762,浦东,0,2006年,有 ,个人产权,普通住宅,"
                                2018-04-09
                        ",102055元/平米,http://esf.sh.fang.com/chushou/3_319651972.htm
2127,"
3室2厅2卫        ",154.98平米,96787元/平米,南北,高层,精装修,2,268,静安,0,2007年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319787094.htm
2128,"
3室2厅2卫        ",177.69平米,87174元/平米,南北,高层,精装修,13,417,静安,0,2005年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319723725.htm
2129,"
2室1厅1卫        ",70.78平米,104549元/平米,南,中层,精装修,2,484,浦东,1,1993年,无 ,商品房,"
                                2018-04-13
                        ",91733元/平米,↑0.61%,http://esf.sh.fang.com/chushou/3_319943669.htm
2130,"
4室2厅3卫        ",386.86平米,121465元/平米,东,低层,豪华装修,0,0,浦东,1,2005年,独栋,挑高,"
                                2018-04-11
                        ",94126元/平米,↓5.78%,http://esf.sh.fang.com/chushou/10_319824824.htm
2131,"
4室2厅2卫        ",213平米,107934元/平米,南北,高层,豪华装修,9,1086,浦东,0,2004年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319917618.htm
2132,"
6室4厅5卫        ",416.82平米,86368元/平米,南,低层,简装修,0,0,浦东,1,2005年,独栋,挑高,"
                                2018-04-11
                        ",94126元/平米,↓5.78%,http://esf.sh.fang.com/chushou/10_319824841.htm
2133,"
3室2厅3卫        ",339.98平米,132331元/平米,西北,中层,精装修,9,977,浦东,0,2004年,有 ,个人产权,普通住宅,"
                                2018-04-09
                        ",126156元/平米,http://esf.sh.fang.com/chushou/3_319695628.htm
2134,"
4室2厅4卫        ",308平米,165227元/平米,东西,低层,精装修,2,694,浦东,0,2010年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319918955.htm
2135,"
4室2厅2卫        ",178平米,77528元/平米,南北,高层,精装修,0,0,普陀,0,2003年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319841194.htm
2136,"
4室2厅4卫        ",308平米,165227元/平米,东西,低层,精装修,2,694,浦东,0,2010年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319918955.htm
2137,"
3室2厅2卫        ",141.96平米,98619元/平米,南北,中层,精装修,7,541,普陀,0,2006年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319716644.htm
2138,"
4室2厅2卫        ",178平米,77528元/平米,南北,高层,精装修,0,0,普陀,0,2003年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319841194.htm
2139,"
1室2厅1卫        ",56平米,41964元/平米,南北,高层,精装修,0,0,嘉定,0,2013年,无 ,个人产权,普通住宅,平层,钢混,http://esf.sh.fang.com/chushou/3_315589525.htm
2140,"
3室2厅2卫        ",141.96平米,70442元/平米,南北,中层,精装修,7,541,普陀,0,2006年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319884668.htm
2141,"
6室3厅4卫        ",635.86平米,235901元/平米,东,高层,精装修,9,977,浦东,0,2004年,有 ,个人产权,复式,塔楼,"
                                2018-04-09
                        ",http://esf.sh.fang.com/chushou/3_319695610.htm
2142,"
3室2厅1卫        ",89平米,21910元/平米,南北,中层,精装修,0,0,浦东,0,2016年,有 ,个人产权,普通住宅,"
                                2018-04-09
                        ",24683元/平米,http://esf.sh.fang.com/chushou/3_319696740.htm
2143,"
3室2厅2卫        ",126.7平米,38674元/平米,南,中层,精装修,0,0,浦东,0,2003年,有 ,个人产权,普通住宅,"
                                2018-04-10
                        ",37233元/平米,http://esf.sh.fang.com/chushou/3_319742280.htm
2144,"
4室2厅4卫        ",286平米,162552元/平米,南北,高层,精装修,9,978,浦东,0,2013年,有 ,个人产权,普通住宅,平层,塔楼,http://esf.sh.fang.com/chushou/3_319806950.htm
2145,"
5室2厅4卫        ",342平米,66082元/平米,南,低层,豪华装修,2,1012,浦东,0,2005年,独栋,500平米,平层,"
                                2018-03-19
                        ",60256元/平米,http://esf.sh.fang.com/chushou/10_318306179.htm
2146,"
1室2厅1卫        ",64.6平米,41796元/平米,南,低层,精装修,0,0,浦东,0,2010年,有 ,个人产权,普通住宅,"
                                2018-04-10
                        ",43240元/平米,http://esf.sh.fang.com/chushou/3_319724303.htm
2147,"
2室1厅1卫        ",91.91平米,46241元/平米,南北,中层,精装修,0,0,宝山,0,2015年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319831742.htm
2148,"
4室2厅4卫        ",320平米,106219元/平米,东,高层,精装修,7,825,浦东,0,2011年,有 ,个人产权,普通住宅,"
                                2018-04-13
                        ",102253元/平米,http://esf.sh.fang.com/chushou/3_319922145.htm
2149,"
4室2厅4卫        ",300平米,115167元/平米,南北,中层,精装修,10,382,卢湾,1,2013年,有 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319751808.htm
2150,"
5室3厅4卫        ",300平米,99667元/平米,南北,中层,豪华装修,9,612,黄浦,0,2013年,有 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319545931.htm
2151,"
5室3厅5卫        ",300平米,95000元/平米,南北,中层,豪华装修,4,459,黄浦,0,2013年,有 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319621816.htm
2152,"
3室2厅3卫        ",160平米,116250元/平米,南北,中层,豪华装修,2,615,卢湾,0,2013年,有 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319672809.htm
2153,"
3室2厅2卫        ",130平米,84615元/平米,南北,中层,豪华装修,4,459,黄浦,0,2013年,有 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319621791.htm
2154,"
1室2厅1卫        ",148平米,78378元/平米,南,中层,精装修,1,441,卢湾,0,2010年,无 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319461934.htm
