,room,area,price,orient,level,dec,line,linedistance,district,school,time,elevator,unknown1,unknown2,unknown3,unknown4,web
3367,"
1室1厅1卫        ",44.18平米,56587元/平米,南,高层,精装修,3,701,普陀,0,1992年,无 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_318544230.htm
3368,"
4室2厅2卫        ",89平米,99775元/平米,南北,高层,豪华装修,11,487,浦东,0,2010年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319338438.htm
3369,"
3室2厅1卫        ",90.12平米,35508元/平米,南,中层,精装修,17,543,青浦,1,2013年,无 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_316756121.htm
3370,"
2室1厅1卫        ",43平米,59302元/平米,南北,中层,简装修,13,586,普陀,0,1986年,无 ,单位产权,普通住宅,塔板结合,"
                                2018-03-21
                        ",http://esf.sh.fang.com/chushou/3_318498401.htm
3371,"
1室1厅1卫        ",42平米,22619元/平米,南,高层,精装修,0,0,奉贤,0,2009年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_318594953.htm
3372,"
3室2厅3卫        ",379.88平米,159998元/平米,西南,高层,简装修,9,977,浦东,0,2006年,无 ,商品房,普通住宅,平层,钢混,http://esf.sh.fang.com/chushou/3_319065077.htm
3373,"
3室2厅1卫        ",92平米,14130元/平米,南北,高层,精装修,0,0,金山,0,1996年,无 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319695489.htm
3374,"
4室2厅4卫        ",450.45平米,93240元/平米,南,低层,豪华装修,9,996,浦东,0,2006年,独栋,"
                                2018-04-14
                        ",83120元/平米,↑13.55%,↓1.59%,http://esf.sh.fang.com/chushou/10_319974993.htm
3375,"
3室2厅2卫        ",104平米,53365元/平米,南北,中层,精装修,11,1156,浦东,0,2007年,有 ,个人产权,普通住宅,开间,钢混,http://esf.sh.fang.com/chushou/3_319548043.htm
3376,"
4室2厅3卫        ",231平米,99567元/平米,南北,中层,豪华装修,2,989,浦东,0,2001年,有 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319819772.htm
3377,"
2室2厅1卫        ",81平米,46296元/平米,南北,中层,简装修,0,0,浦东,0,2005年,无 ,个人产权,普通住宅,开间,钢混,http://esf.sh.fang.com/chushou/3_319542666.htm
3378,"
2室2厅1卫        ",100平米,34000元/平米,南北,高层,精装修,0,0,浦东,0,2007年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319883950.htm
3379,"
2室2厅1卫        ",84平米,40476元/平米,南北,高层,简装修,0,0,浦东,0,2014年,无 ,个人产权,动迁房,平层,板楼,http://esf.sh.fang.com/chushou/3_319840624.htm
3380,"
3室2厅2卫        ",106平米,54717元/平米,南北,中层,精装修,11,1156,浦东,0,2007年,无 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319907537.htm
3381,"
3室2厅2卫        ",116平米,46121元/平米,南北,中层,精装修,0,0,浦东,0,2013年,无 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319971202.htm
3382,"
4室2厅2卫        ",142平米,60563元/平米,南北,中层,精装修,11,1156,浦东,0,2007年,无 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319553338.htm
3383,"
2室2厅1卫        ",89平米,44944元/平米,南北,高层,简装修,0,0,浦东,0,2005年,无 ,个人产权,普通住宅,开间,钢混,http://esf.sh.fang.com/chushou/3_319545142.htm
3384,"
2室2厅1卫        ",92.49平米,45951元/平米,南,中层,精装修,0,0,浦东,0,2005年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319785287.htm
3385,"
2室2厅1卫        ",88平米,42045元/平米,南北,中层,精装修,0,0,浦东,0,2005年,无 ,个人产权,普通住宅,开间,钢混,http://esf.sh.fang.com/chushou/3_319555409.htm
3386,"
2室1厅1卫        ",40平米,18250元/平米,南北,中层,精装修,0,0,浦东,0,1999年,有 ,商品房,普通住宅,平层,塔楼,http://esf.sh.fang.com/chushou/3_319696741.htm
3387,"
2室2厅2卫        ",82.34平米,25504元/平米,南北,中层,精装修,0,0,浦东,0,2008年,无 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319615428.htm
3388,"
2室1厅1卫        ",25平米,26000元/平米,南,中层,精装修,0,0,浦东,0,2010年,有 ,个人产权,酒店式公寓,复式,钢混,http://esf.sh.fang.com/chushou/3_314595305.htm
3389,"
3室2厅3卫        ",232.56平米,77399元/平米,东西,中层,豪华装修,9,995,浦东,0,2006年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319085939.htm
3390,"
2室2厅1卫        ",96平米,30000元/平米,南北,中层,精装修,0,0,闵行,0,2006年,有 ,个人产权,普通住宅,平层,"
                                2018-04-02
                        ",http://esf.sh.fang.com/chushou/3_319250233.htm
3391,"
2室1厅1卫        ",70平米,32857元/平米,南北,中层,简装修,9,598,松江,0,2011年,无 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_318782930.htm
3392,"
2室2厅1卫        ",104平米,67308元/平米,南,中层,精装修,7,525,闸北,0,2006年,无 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319698256.htm
3393,"
2室2厅1卫        ",94平米,40426元/平米,南北,高层,精装修,0,0,闵行,0,2005年,无 ,个人产权,普通住宅,平层,钢混,http://esf.sh.fang.com/chushou/3_319362183.htm
3394,"
3室2厅2卫        ",136.6平米,100293元/平米,南,高层,简装修,9,748,浦东,0,2003年,无 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319889362.htm
3395,"
2室1厅1卫        ",53平米,25660元/平米,南,高层,简装修,0,0,松江,0,1992年,无 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319639030.htm
3396,"
2室1厅1卫        ",59平米,50847元/平米,南北,中层,精装修,8,440,杨浦,0,1990年,无 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_318519381.htm
3397,"
3室2厅2卫        ",128平米,59375元/平米,南北,中层,精装修,2,319,浦东,0,2007年,无 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319269852.htm
3398,"
2室1厅1卫        ",20平米,17500元/平米,南,中层,精装修,0,0,闵行,0,2013年,有 ,个人产权,酒店式公寓,复式,板楼,http://esf.sh.fang.com/chushou/3_319703948.htm
3399,"
2室1厅1卫        ",75.13平米,44589元/平米,南北,低层,简装修,7,457,宝山,0,1999年,无 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319787264.htm
3400,"
3室2厅2卫        ",148.04平米,29722元/平米,南,高层,精装修,0,0,青浦,0,2013年,无 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_317566964.htm
3401,"
4室2厅3卫        ",177.76平米,50630元/平米,南,高层,豪华装修,7,588,宝山,0,2005年,无 ,个人产权,普通住宅,复式,板楼,http://esf.sh.fang.com/chushou/3_319719768.htm
3402,"
2室2厅1卫        ",111.13平米,98983元/平米,南,高层,简装修,4,559,黄浦,0,1997年,有 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_317358058.htm
3403,"
1室1厅1卫        ",40.9平米,32274元/平米,南北,中层,精装修,5,773,闵行,0,1988年,有 ,个人产权,普通住宅,平层,钢混,http://esf.sh.fang.com/chushou/3_319495694.htm
3404,"
1室1厅1卫        ",58平米,25000元/平米,南,中层,毛坯,0,0,浦东,0,2013年,无 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319445088.htm
3405,"
2室1厅1卫        ",24.32平米,22615元/平米,南北,中层,精装修,11,512,嘉定,1,2011年,有 ,个人产权,经济适用房,复式,板楼,http://esf.sh.fang.com/chushou/3_319912596.htm
3406,"
2室2厅1卫        ",104.68平米,100306元/平米,南,高层,简装修,4,559,黄浦,0,1997年,有 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_317357709.htm
3407,"
2室2厅2卫        ",88.7平米,27734元/平米,南,低层,简装修,0,0,嘉定,0,2016年,联排,20平米,平层,"
                                2018-04-06
                        ",33974元/平米,http://esf.sh.fang.com/chushou/10_319512945.htm
3408,"
3室2厅2卫        ",125.29平米,37114元/平米,南北,高层,精装修,11,596,浦东,0,2000年,有 ,个人产权,普通住宅,"
                                2018-04-13
                        ",43358元/平米,http://esf.sh.fang.com/chushou/3_319903572.htm
3409,"
2室2厅1卫        ",86平米,45233元/平米,南北,高层,精装修,11,632,浦东,1,2007年,有 ,个人产权,普通住宅,"
                                2018-04-13
                        ",50890元/平米,http://esf.sh.fang.com/chushou/3_319933927.htm
3410,"
2室2厅1卫        ",82平米,42683元/平米,南北,中层,毛坯,9,876,浦东,1,2010年,有 ,个人产权,普通住宅,"
                                2018-03-07
                        ",41093元/平米,http://esf.sh.fang.com/chushou/3_317505015.htm
3411,"
3室2厅2卫        ",80.5平米,56646元/平米,南北,高层,精装修,11,632,浦东,1,2010年,有 ,个人产权,普通住宅,"
                                2018-04-13
                        ",50890元/平米,http://esf.sh.fang.com/chushou/3_319932344.htm
3412,"
2室1厅1卫        ",56平米,23214元/平米,南北,中层,简装修,0,0,青浦,0,1996年,有 ,个人产权,普通住宅,"
                                2018-04-04
                        ",28487元/平米,http://esf.sh.fang.com/chushou/3_319406840.htm
3413,"
3室1厅1卫        ",89.6平米,32366元/平米,南,低层,精装修,0,0,浦东,0,2005年,有 ,个人产权,普通住宅,"
                                2018-04-11
                        ",35748元/平米,http://esf.sh.fang.com/chushou/3_319830107.htm
3414,"
6室4厅7卫        ",986平米,253550元/平米,南,低层,毛坯,0,0,浦东,0,2011年,独栋,1800平米,3,3,300平米,http://esf.sh.fang.com/chushou/10_319939937.htm
3415,"
3室2厅3卫        ",434平米,167742元/平米,东西,低层,精装修,2,492,浦东,0,2009年,有 ,个人产权,普通住宅,"
                                2018-04-08
                        ",179257元/平米,http://esf.sh.fang.com/chushou/3_319599772.htm
3416,"
4室2厅4卫        ",325.2平米,230627元/平米,南北,高层,豪华装修,10,225,闸北,0,2017年,有 ,个人产权,普通住宅,"
                                2018-04-12
                        ",158203元/平米,http://esf.sh.fang.com/chushou/3_319895451.htm
3417,"
4室2厅3卫        ",292平米,34247元/平米,东,低层,毛坯,0,0,松江,0,2012年,独栋,平层,"
                                2018-04-07
                        ",32620元/平米,↓5.39%,http://esf.sh.fang.com/chushou/10_319568166.htm
3418,"
4室2厅3卫        ",245平米,34694元/平米,南,低层,毛坯,0,0,松江,0,2013年,双拼,挑高,"
                                2018-04-07
                        ",34258元/平米,↓40.92%,http://esf.sh.fang.com/chushou/10_319568244.htm
3419,"
4室2厅3卫        ",172平米,37791元/平米,南,低层,精装修,0,0,松江,0,2009年,独栋,平层,"
                                2018-04-07
                        ",37778元/平米,暂无资料,http://esf.sh.fang.com/chushou/10_319568076.htm
3420,"
3室2厅2卫        ",121.4平米,82372元/平米,南北,高层,精装修,9,573,黄浦,1,2002年,无 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319910083.htm
3421,"
2室1厅1卫        ",70.34平米,24310元/平米,南北,中层,精装修,0,0,松江,0,2015年,有 ,个人产权,普通住宅,平层,砖楼,http://esf.sh.fang.com/chushou/3_319799976.htm
3422,"
1室1厅1卫        ",37平米,81081元/平米,南,中层,精装修,2,497,浦东,0,1986年,无 ,个人产权,普通住宅,"
                                2018-04-13
                        ",89696元/平米,http://esf.sh.fang.com/chushou/3_319929387.htm
3423,"
2室2厅1卫        ",66.66平米,57756元/平米,南北,低层,豪华装修,1,333,闸北,0,1995年,无 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319726251.htm
3424,"
1室1厅1卫        ",56.14平米,71250元/平米,南,低层,精装修,1,605,闸北,0,2000年,无 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319610675.htm
3425,"
1室2厅1卫        ",72平米,73611元/平米,南,高层,精装修,1,509,闸北,0,2007年,无 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319610622.htm
3426,"
3室2厅1卫        ",90.89平米,55012元/平米,南,低层,精装修,10,694,杨浦,0,2009年,有 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_318874084.htm
3427,"
3室2厅2卫        ",115平米,47826元/平米,南北,高层,精装修,0,0,浦东,0,2005年,无 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319969783.htm
3428,"
3室2厅2卫        ",242.28平米,74294元/平米,南,中层,精装修,10,463,虹口,1,2014年,有 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_318615282.htm
3429,"
2室2厅1卫        ",83.64平米,41846元/平米,南北,中层,中装修,0,0,浦东,0,2010年,无 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319969751.htm
3430,"
3室2厅2卫        ",72平米,45833元/平米,南北,高层,豪华装修,0,0,浦东,0,2014年,无 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319969814.htm
3431,"
3室2厅2卫        ",132.05平米,47709元/平米,南,中层,精装修,3,734,虹口,0,2005年,有 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_318874774.htm
3432,"
2室1厅1卫        ",65.97平米,59118元/平米,南,中层,精装修,10,765,杨浦,0,2010年,有 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_318874253.htm
3433,"
1室1厅1卫        ",46平米,50000元/平米,南北,中层,中装修,11,698,浦东,1,2013年,无 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319969718.htm
3434,"
2室2厅1卫        ",78平米,51282元/平米,南北,高层,简装修,11,425,浦东,0,2004年,无 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319969694.htm
3435,"
3室2厅2卫        ",156.73平米,76565元/平米,东,低层,精装修,3,384,普陀,0,2010年,无 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_318769140.htm
3436,"
5室4厅5卫        ",496平米,84274元/平米,南,低层,精装修,0,0,松江,0,2008年,独栋,1,1,"
                                2018-04-14
                        ",87855元/平米,http://esf.sh.fang.com/chushou/10_319975107.htm
3437,"
4室2厅4卫        ",300平米,156667元/平米,暂无,低层,豪华装修,10,556,徐汇,0,2000年,独栋,200平米,2,2,100平米,http://esf.sh.fang.com/chushou/10_308201397.htm
3438,"
1室1厅1卫        ",47.2平米,85805元/平米,南,高层,精装修,6,542,浦东,0,1998年,无 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_314236983.htm
3439,"
2室2厅1卫        ",72平米,37500元/平米,南北,中层,毛坯,0,0,浦东,0,2009年,无 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319509065.htm
3440,"
2室2厅2卫        ",104平米,36538元/平米,南北,中层,豪华装修,0,0,浦东,0,2006年,无 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319555023.htm
3441,"
2室2厅1卫        ",78平米,48718元/平米,南北,低层,精装修,0,0,浦东,0,2005年,无 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319538470.htm
3442,"
3室2厅2卫        ",115平米,37391元/平米,南北,高层,精装修,0,0,浦东,0,2005年,无 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319775818.htm
3443,"
2室2厅1卫        ",78.2平米,35550元/平米,南北,中层,精装修,0,0,浦东,0,2007年,无 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319562533.htm
3444,"
1室2厅1卫        ",71平米,63380元/平米,南北,中层,精装修,2,755,浦东,0,2006年,无 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319953415.htm
3445,"
2室2厅1卫        ",78平米,43590元/平米,南北,中层,简装修,0,0,浦东,0,2011年,无 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319448277.htm
3446,"
3室2厅2卫        ",116平米,41379元/平米,南北,高层,精装修,0,0,闵行,0,2005年,无 ,个人产权,普通住宅,塔板结合,"
                                2018-03-16
                        ",http://esf.sh.fang.com/chushou/3_318102397.htm
3447,"
3室2厅2卫        ",145平米,66207元/平米,南北,高层,豪华装修,13,433,普陀,0,2005年,有 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_318575344.htm
3448,"
3室2厅2卫        ",113平米,38496元/平米,南北,高层,精装修,5,638,闵行,0,2005年,无 ,个人产权,普通住宅,塔板结合,"
                                2018-03-15
                        ",http://esf.sh.fang.com/chushou/3_318028998.htm
3449,"
2室2厅1卫        ",75平米,51333元/平米,南北,高层,精装修,7,352,普陀,0,1995年,无 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_318497760.htm
3450,"
2室2厅1卫        ",88平米,37500元/平米,南北,中层,精装修,5,1075,闵行,0,2001年,无 ,个人产权,普通住宅,塔板结合,"
                                2018-03-15
                        ",http://esf.sh.fang.com/chushou/3_318030872.htm
3451,"
2室2厅1卫        ",98平米,79592元/平米,南北,低层,精装修,7,447,普陀,0,2003年,有 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_318575320.htm
3452,"
2室2厅2卫        ",96.33平米,41524元/平米,南北,中层,精装修,5,275,闵行,0,2005年,有 ,个人产权,普通住宅,平层,钢混,http://esf.sh.fang.com/chushou/3_319222064.htm
3453,"
2室2厅1卫        ",99.35平米,40262元/平米,南北,高层,精装修,0,0,闵行,0,2004年,有 ,个人产权,普通住宅,平层,钢混,http://esf.sh.fang.com/chushou/3_319220904.htm
3454,"
1室2厅1卫        ",71平米,84507元/平米,南,中层,精装修,1,739,静安,0,2004年,有 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_318160531.htm
3455,"
2室2厅1卫        ",96平米,39062元/平米,南北,高层,精装修,5,275,闵行,0,2008年,无 ,个人产权,酒店式公寓,平层,钢混,http://esf.sh.fang.com/chushou/3_319894123.htm
3456,"
2室1厅1卫        ",52平米,61538元/平米,南北,中层,精装修,13,759,静安,0,1985年,无 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_318284687.htm
3457,"
2室2厅1卫        ",101平米,44554元/平米,南,中层,精装修,5,275,闵行,0,2007年,无 ,个人产权,普通住宅,"
                                2018-04-03
                        ",44045元/平米,http://esf.sh.fang.com/chushou/3_319313160.htm
3458,"
2室2厅1卫        ",107平米,42056元/平米,南北,中层,精装修,0,0,闵行,0,2005年,无 ,个人产权,普通住宅,"
                                2018-04-12
                        ",42612元/平米,http://esf.sh.fang.com/chushou/3_319894089.htm
3459,"
2室2厅1卫        ",88平米,43182元/平米,南北,低层,精装修,5,728,闵行,0,2005年,无 ,个人产权,普通住宅,塔板结合,"
                                2018-04-12
                        ",http://esf.sh.fang.com/chushou/3_319894125.htm
3460,"
3室2厅2卫        ",110平米,63636元/平米,南北,低层,豪华装修,13,403,普陀,0,1999年,无 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_318651330.htm
3461,"
2室2厅2卫        ",110平米,60000元/平米,南北,中层,豪华装修,7,279,静安,0,1997年,无 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_318651107.htm
3462,"
3室2厅2卫        ",130平米,68462元/平米,南,低层,精装修,7,447,普陀,0,2003年,有 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_318575398.htm
3463,"
3室2厅2卫        ",142平米,69014元/平米,南北,高层,精装修,7,541,普陀,0,2006年,有 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_318160450.htm
3464,"
3室2厅1卫        ",91平米,43956元/平米,南北,低层,精装修,5,876,闵行,0,2005年,无 ,个人产权,普通住宅,塔板结合,"
                                2018-03-13
                        ",http://esf.sh.fang.com/chushou/3_317908673.htm
3465,"
3室2厅1卫        ",91平米,41758元/平米,南北,中层,精装修,5,641,闵行,0,2003年,无 ,个人产权,普通住宅,平层,钢混,http://esf.sh.fang.com/chushou/3_317945727.htm
3466,"
3室2厅2卫        ",132.5平米,65660元/平米,南北,高层,精装修,7,130,普陀,0,2002年,无 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_318651849.htm
3467,"
1室1厅1卫        ",88平米,68182元/平米,南北,低层,精装修,13,433,普陀,0,2005年,有 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_318160577.htm
3468,"
2室2厅1卫        ",110平米,59091元/平米,北,高层,中装修,7,279,静安,0,1997年,无 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_318651143.htm
3469,"
3室2厅2卫        ",128.65平米,42752元/平米,南北,中层,精装修,0,0,闵行,0,2005年,有 ,个人产权,普通住宅,平层,钢混,http://esf.sh.fang.com/chushou/3_319236273.htm
3470,"
2室2厅1卫        ",85平米,73529元/平米,南北,中层,精装修,13,403,普陀,0,1999年,无 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_318497811.htm
3471,"
1室2厅1卫        ",62平米,40323元/平米,南,高层,精装修,5,876,闵行,0,2005年,无 ,个人产权,普通住宅,塔板结合,"
                                2018-04-13
                        ",http://esf.sh.fang.com/chushou/3_319914541.htm
3472,"
2室2厅1卫        ",93.24平米,37538元/平米,南北,低层,精装修,5,1075,闵行,0,2002年,无 ,个人产权,普通住宅,平层,钢混,http://esf.sh.fang.com/chushou/3_319055089.htm
3473,"
3室2厅2卫        ",140平米,64286元/平米,南北,高层,精装修,13,191,普陀,0,1997年,有 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_318575364.htm
3474,"
2室2厅2卫        ",121平米,74380元/平米,南北,高层,精装修,1,198,徐汇,0,2004年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319517190.htm
3475,"
2室1厅1卫        ",96平米,61458元/平米,南,低层,精装修,4,669,徐汇,0,1999年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319517191.htm
3476,"
2室2厅1卫        ",90.95平米,72567元/平米,南北,中层,精装修,0,0,浦东,0,2003年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319571942.htm
3477,"
2室1厅1卫        ",76.5平米,54379元/平米,南,高层,精装修,4,745,浦东,0,2002年,有 ,个人产权,普通住宅,平层,砖楼,http://esf.sh.fang.com/chushou/3_319902447.htm
3478,"
2室1厅1卫        ",47平米,57021元/平米,南,低层,精装修,4,346,浦东,0,1986年,无 ,个人产权,普通住宅,塔板结合,"
                                2018-04-06
                        ",http://esf.sh.fang.com/chushou/3_319485080.htm
3479,"
3室2厅2卫        ",140.68平米,72505元/平米,南北,低层,精装修,9,683,浦东,0,2003年,有 ,个人产权,普通住宅,平层,钢混,http://esf.sh.fang.com/chushou/3_319787047.htm
3480,"
2室2厅1卫        ",85平米,54706元/平米,暂无,中层,简装修,11,893,普陀,0,1999年,无 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319450971.htm
3481,"
3室2厅2卫        ",143平米,90909元/平米,南北,高层,豪华装修,9,56,黄浦,0,2015年,有 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319975165.htm
3482,"
3室2厅2卫        ",108.02平米,60174元/平米,南北,高层,精装修,0,0,浦东,0,2010年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319664935.htm
3483,"
3室2厅2卫        ",128.9平米,43445元/平米,南北,低层,精装修,12,752,浦东,1,2006年,无 ,个人产权,普通住宅,平层,钢混,http://esf.sh.fang.com/chushou/3_319598508.htm
3484,"
2室2厅1卫        ",94.89平米,45316元/平米,南北,中层,精装修,6,569,浦东,0,2005年,有 ,个人产权,普通住宅,平层,钢混,http://esf.sh.fang.com/chushou/3_319866336.htm
3485,"
3室2厅1卫        ",119.56平米,47257元/平米,南北,中层,精装修,6,512,浦东,1,2007年,无 ,个人产权,普通住宅,平层,钢混,http://esf.sh.fang.com/chushou/3_319866263.htm
3486,"
3室2厅1卫        ",103.5平米,47343元/平米,南北,中层,精装修,6,512,浦东,1,2007年,有 ,个人产权,普通住宅,平层,钢混,http://esf.sh.fang.com/chushou/3_319866318.htm
3487,"
3室2厅1卫        ",101.73平米,63895元/平米,暂无,高层,精装修,12,463,浦东,0,2003年,无 ,个人产权,普通住宅,平层,钢混,http://esf.sh.fang.com/chushou/3_319866259.htm
3488,"
2室1厅1卫        ",58平米,44828元/平米,南,低层,简装修,0,0,徐汇,1,1992年,无 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319934581.htm
3489,"
2室2厅1卫        ",103.58平米,43445元/平米,南北,高层,精装修,12,752,浦东,1,2006年,有 ,个人产权,普通住宅,平层,钢混,http://esf.sh.fang.com/chushou/3_319866294.htm
3490,"
2室2厅1卫        ",106.5平米,45070元/平米,南北,低层,精装修,12,725,浦东,1,2005年,有 ,个人产权,普通住宅,平层,钢混,http://esf.sh.fang.com/chushou/3_319866308.htm
3491,"
2室1厅1卫        ",47.08平米,65845元/平米,南北,低层,中装修,4,1109,浦东,1,1979年,无 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319337762.htm
3492,"
1室1厅1卫        ",45平米,41111元/平米,南北,中层,精装修,0,0,徐汇,0,1996年,无 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319730856.htm
3493,"
2室2厅1卫        ",109.93平米,43209元/平米,南北,中层,精装修,12,752,浦东,1,2006年,无 ,个人产权,普通住宅,平层,钢混,http://esf.sh.fang.com/chushou/3_319678179.htm
3494,"
2室1厅1卫        ",59.65平米,64040元/平米,南北,中层,精装修,9,392,徐汇,0,1986年,无 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319845525.htm
3495,"
4室2厅2卫        ",178平米,64607元/平米,南北,中层,豪华装修,0,0,浦东,0,2015年,无 ,个人产权,普通住宅,塔板结合,"
                                2018-03-23
                        ",http://esf.sh.fang.com/chushou/3_318645762.htm
3496,"
4室2厅2卫        ",129平米,93023元/平米,南北,中层,精装修,11,805,普陀,0,2017年,无 ,个人产权,普通住宅,平层,"
                                2018-04-07
                        ",http://esf.sh.fang.com/chushou/3_319566228.htm
3497,"
3室2厅2卫        ",156平米,64103元/平米,南北,中层,精装修,10,727,黄浦,0,2005年,无 ,个人产权,普通住宅,"
                                2018-03-30
                        ",67092元/平米,http://esf.sh.fang.com/chushou/3_319051188.htm
3498,"
2室1厅1卫        ",56.56平米,84866元/平米,东南,低层,中装修,2,497,浦东,0,1986年,无 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319331218.htm
3499,"
4室3厅3卫        ",252平米,81349元/平米,南北,高层,精装修,9,149,浦东,0,2001年,无 ,个人产权,普通住宅,"
                                2018-03-17
                        ",87573元/平米,http://esf.sh.fang.com/chushou/3_318204267.htm
3500,"
4室2厅2卫        ",218平米,91743元/平米,南北,中层,豪华装修,9,1086,浦东,0,2005年,有 ,个人产权,普通住宅,平层,"
                                2018-04-11
                        ",http://esf.sh.fang.com/chushou/3_319824644.htm
3501,"
2室2厅2卫        ",112平米,84821元/平米,南,高层,精装修,9,657,浦东,0,2004年,无 ,个人产权,普通住宅,"
                                2018-03-23
                        ",81938元/平米,http://esf.sh.fang.com/chushou/3_318645701.htm
