,name,link,long,la,Property type,Property costs,Total area,Number of units,Year built,Parking spots,Volume rate,Green rating,Developer Company,Property management company,201504,201505,201506,201507,201508,201509,201510,201511,201512,201601,201602,201603,201604,201605,201606,201607,201608,201609,201610,201611,201612,201701,201702,201703,201704,201705,201706,201707,201708,201709,201710,201711,201712,201801,201802,201803
2355,棕榈苑,https://shanghai.anjuke.com/community/view/255,31.147847,121.535385,公寓,2,9500,240,1999,120,1,30,上海三林房地产开发有限公司,上海互联物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2357,由由世纪苑,https://shanghai.anjuke.com/community/view/122,31.194427,121.536727,公寓,2,53700,420,2000,379,1,40,上海由由开发有限公司,上海建工物业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2359,东昌小区,https://shanghai.anjuke.com/community/view/15,31.239005,121.518224,公寓,2,79451,1250,1978,570,1,32,陆家嘴物业管理有限公司,上海潍坊物业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445,旭辉亚瑟郡,https://shanghai.anjuke.com/community/view/608716,31.150047,121.621581,公寓,2,35947,304,2014,221,1,35,上海旭康置业有限公司,上海永升物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446,甬申金地城,https://shanghai.anjuke.com/community/view/595173,31.06301,121.773615,公寓,0,192530,473,2005,1406,1,40,上海甬申置业有限公司,陆河城物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448,丽晶博园,https://shanghai.anjuke.com/community/view/328597,31.216803,121.557832,公寓,3,61800,96,2003,200,2,35,新加（上海）有限公司,新加(上海)有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449,南城苑,https://shanghai.anjuke.com/community/view/293063,31.044526,121.763715,公寓,0,25060,1256,2006,252,1,30,华业房地产开发有限公司,南城苑物业服务管理处,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450,康桥新苑,https://shanghai.anjuke.com/community/view/288652,31.148733,121.619507,公寓,1,300000,1000,2003,500,1,45,上海康宸房地产开发有限公司,上海康宸房地产开发有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456,康湾苑,https://shanghai.anjuke.com/community/view/232925,31.136232,121.593079,公寓,0,220000,550,2006,300,1,35,上海周康房地产有限公司,上海盈尚物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457,玉兰路71弄小区,https://shanghai.anjuke.com/community/view/228008,31.210084,121.55476000000002,公寓,0,500,500,1992,100,1,35,张江房地产开发有限公司,上海浦东新区花木物业公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459,玉宇新苑,https://shanghai.anjuke.com/community/view/223098,31.194976,121.690656,公寓,0,30732,220,2009,170,1,37,上海玉宇房地产开发有限公司,上海荣唐物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461,欣春苑,https://shanghai.anjuke.com/community/view/218541,31.030219,121.710603,公寓,0,110000,2560,2009,265,1,39,上海恒普实业发展有限公司,上海宣桥物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463,金纬东苑,https://shanghai.anjuke.com/community/view/211764,31.316943,121.638285,公寓,0,32000,336,2004,180,1,35,上海金纬房地产发展有限公司,住安物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464,天鹅泉公寓,https://shanghai.anjuke.com/community/view/204596,31.339381,121.580932,公寓,1,63500,320,2009,320,1,30,上海新高桥开发有限公司,高桥物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466,盛世春晓苑,https://shanghai.anjuke.com/community/view/202015,31.283135,121.6722,公寓,0,98000,1025,2009,350,1,40,盛世集团,曹路物业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467,合生东郊别墅(一期),https://shanghai.anjuke.com/community/view/194305,31.230298,121.606532,别墅,8,29600,148,2009,148,0,50,上海御泰房地产发展有限公司,上海东湖物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470,东卫新村,https://shanghai.anjuke.com/community/view/180684,31.050948,121.777552,公寓,0,2560,1350,2003,254,1,35,赢浦置业管理有限公司,瀛城物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471,盛唐府邸,https://shanghai.anjuke.com/community/view/180436,31.210788,121.664183,公寓,1,32608,366,2008,358,1,30,上海瑞中置业有限公司,上海保利物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474,东八公寓西区,https://shanghai.anjuke.com/community/view/177838,31.120874,121.58728899999998,公寓,0,4200,460,1997,123,1,30,周置开发有限公司,周房置业物业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478,金浜新村,https://shanghai.anjuke.com/community/view/173065,31.264254,121.57206,公寓,0,116524,756,1996,150,1,30,上海城投置业集团有限公司,金浜新村物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480,明光苑,https://shanghai.anjuke.com/community/view/171316,31.204311,121.705095,公寓,1,84032,1622,2004,360,2,42,上海明光房地产发展有限公司,大华物业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481,贝越佳园(南区),https://shanghai.anjuke.com/community/view/170414,31.207343,121.624149,公寓,0,59000,970,2002,138,1,45,上海建工集团,上海仁联物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485,南新三村,https://shanghai.anjuke.com/community/view/167616,31.176295,121.548956,公寓,0,52000,720,1997,120,1,30,绿地集团,上海长银物业发展有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487,民康苑,https://shanghai.anjuke.com/community/view/147267,31.162009,121.573844,公寓,0,53000,690,2003,210,1,22,上海建工集团,上海建工物业有限公司、建工物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490,红光花苑,https://shanghai.anjuke.com/community/view/130721,31.070772,121.777772,公寓,0,2560,1230,2004,230,1,35,上海六合房地产有限公司,上海上房物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491,恒大一村,https://shanghai.anjuke.com/community/view/130151,31.163502,121.50123,公寓,0,51200,950,1995,400,1,35,恒大地产集团有限公司,恒大物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492,荣华苑,https://shanghai.anjuke.com/community/view/129205,31.243336,121.731654,公寓,0,52000,560,2003,200,1,40,上海安都房地产发展有限公司,上海昌悦物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495,海馨苑,https://shanghai.anjuke.com/community/view/119908,31.237974,121.730851,公寓,2,135000,1550,2008,450,1,40,上海安都房地产发展有限公司,上海昌悦物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497,浦江映象,https://shanghai.anjuke.com/community/view/116011,31.220653,121.526855,公寓,2,32299,245,2009,148,2,37,上海东臣房地产发展有限公司,上海虹叶物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502,东城华都,https://shanghai.anjuke.com/community/view/84549,31.061972,121.773941,公寓,0,12000,1200,2004,120,1,45,上海山易巴房地产开发有限公司,上海宸际物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504,南新二村,https://shanghai.anjuke.com/community/view/83681,31.175665,121.550378,公寓,0,10000,65,1996,60,2,40,南新开发,上海长银物业发展有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505,荷二小区,https://shanghai.anjuke.com/community/view/83291,31.278405,121.603366,公寓,0,32510,386,1995,82,1,32,林波有限公司,上海畅苑物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508,盛唐福邸,https://shanghai.anjuke.com/community/view/75145,31.211345,121.664044,公寓,2,38000,980,2008,320,1,35,上海瑞中置业有限公司,上海保利物业公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514,新德路506弄小区,https://shanghai.anjuke.com/community/view/61883,31.20308,121.699683,公寓,0,60235,886,1996,266,2,29,上海中星（集团）有限公司,上海欣城物业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517,沂南路54弄小区,https://shanghai.anjuke.com/community/view/17229,31.20383,121.515799,公寓,0,35000,1550,1984,100,1,25,上海建工集团,振南物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527,龙泽家园(二期),https://shanghai.anjuke.com/community/view/14963,31.114445,121.58351,公寓,0,195666,150,2006,100,1,40,上海松山房地产开发有限公司,上海益海物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528,御景豪园,https://shanghai.anjuke.com/community/view/14754,31.198147,121.68988799999998,公寓,0,59600,412,2009,305,1,36,上海光大房地产有限公司,上海银顶峰物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531,古桐小区,https://shanghai.anjuke.com/community/view/14428,31.20891,121.619867,公寓,0,38000,450,2004,40,1,40,张江物业发展开发有限公司,上海鑫房物业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536,绿川八街坊,https://shanghai.anjuke.com/community/view/13837,31.176347,121.554629,公寓,0,72000,1470,1999,150,1,38,上海绿地（集团）有限公司,上海长银物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537,周康三村,https://shanghai.anjuke.com/community/view/13094,31.141606,121.569091,公寓,0,1999,1000,2005,130,1,42,周康房地产开发有限公司,周康物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539,周康一村,https://shanghai.anjuke.com/community/view/13058,31.143376,121.574705,公寓,0,80000,1000,2000,90,1,20,周康房地产开发有限公司,周康物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541,玉兰路81弄小区,https://shanghai.anjuke.com/community/view/12691,31.209621,121.554907,公寓,0,48000,180,2007,210,1,35,上海建工集团股份有限公司,建工物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542,三桥小区南区,https://shanghai.anjuke.com/community/view/12452,31.22679,121.615309,公寓,0,38000,450,1993,30,2,25,三桥物业有限公司,上房三桥物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544,环龙苑,https://shanghai.anjuke.com/community/view/12309,31.251116,121.694499,公寓,1,25200,120,1995,135,0,40,金环房地产开发有限公司,合蔡物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548,南华新村,https://shanghai.anjuke.com/community/view/11492,31.127515,121.556422,公寓,0,78000,136,1994,80,1,30,华都房地产公司,上海正福物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2554,阳明花园广场,https://shanghai.anjuke.com/community/view/9783,31.340211,121.599522,公寓,5,58900,670,1996,280,2,48,上海侨福外高桥置业有限公司,上海锐翔上房物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2555,五莲路30弄小区,https://shanghai.anjuke.com/community/view/9459,31.281897,121.584357,公寓,1,6754,568,1995,200,1,30,上海高桥石化物业管理有限公司,高化物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2557,育才公寓,https://shanghai.anjuke.com/community/view/7941,31.125618,121.594344,公寓,0,115200,1560,2000,156,1,35,周康房地产开发有限公司,欣周物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2560,欣周花园,https://shanghai.anjuke.com/community/view/7885,31.121614,121.58287,公寓,0,86500,864,2001,124,1,42,周康房地产开发有限公司,上海欣周物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2561,永恒公寓,https://shanghai.anjuke.com/community/view/7882,31.123817,121.577327,公寓,0,64000,1250,2000,124,1,43,上海沁苑房地产有限公司,上海正福物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2566,供销四村,https://shanghai.anjuke.com/community/view/7830,31.02677700000001,121.783992,公寓,0,68000,1250,2015,156,1,32,赢浦置业开发有限公司,上海上房物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2568,听潮二村,https://shanghai.anjuke.com/community/view/7790,31.055703,121.750749,公寓,0,25696,620,1991,110,1,40,上海欣周开发有限公司,上海欣周物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2569,康林公寓,https://shanghai.anjuke.com/community/view/7780,31.109874,121.587456,公寓,0,45200,685,1995,120,1,35,周易开发有限公司,上海周房物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2572,康庭苑,https://shanghai.anjuke.com/community/view/7728,31.148704,121.620944,公寓,1,42000,129,2007,180,1,50,上海日扬房地产有限公司,世德物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2573,莎海惠晨苑(B区),https://shanghai.anjuke.com/community/view/7724,31.046104,121.771424,公寓,0,80000,478,2005,300,1,40,上海莎海实业（集团）有限公司,悦聘物业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2574,上海鼎城,https://shanghai.anjuke.com/community/view/7722,31.047711,121.762864,公寓,1,184600,347,2006,450,2,40,上海鼎基房地产开发有限公司,新加坡狮城怡安(上海)物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2577,兴东佳苑(一期),https://shanghai.anjuke.com/community/view/7694,31.059849,121.765586,公寓,0,100000,116,2013,100,1,40,上海浩东置业有限公司,上海众家物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2578,上南路3520弄小区,https://shanghai.anjuke.com/community/view/6118,31.159743,121.507251,公寓,0,35000,480,2000,180,1,30,三林地产集团,上海浦东华沙物业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2580,上港小区,https://shanghai.anjuke.com/community/view/6097,31.244047,121.520807,公寓,1,10000,560,1986,112,1,35,梅都开发商,上房物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2581,东鑫公寓,https://shanghai.anjuke.com/community/view/6082,31.300957,121.579821,公寓,0,35000,420,1995,50,2,35,上海建工集团,上海高桥物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2583,金桥横街小区,https://shanghai.anjuke.com/community/view/6047,31.258621,121.597515,公寓,0,38900,300,1993,210,1,28,上海建工集团,上海高桥物业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2585,锦竹大楼,https://shanghai.anjuke.com/community/view/6040,31.237071000000004,121.53771299999998,公寓,0,18000,208,1995,60,2,35,上海城建开发有限公司,源竹居委,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2588,金桥路835弄小区,https://shanghai.anjuke.com/community/view/6024,31.265539,121.584858,公寓,0,28000,326,1996,156,1,40,金桥建设一局,上海泰欣置业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2589,栖山路1689弄小区,https://shanghai.anjuke.com/community/view/6012,31.265384,121.574126,公寓,0,63000,410,1996,50,1,30,上海建工集团,上海仁信物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2590,齐一小区,https://shanghai.anjuke.com/community/view/6007,31.187942,121.51719,公寓,0,69000,300,1996,200,1,40,上南众开开发集团,上海齐锦物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2592,银宏新村,https://shanghai.anjuke.com/community/view/6000,31.148918,121.51086,公寓,0,48000,560,1997,320,1,35,上海三林房地产开发经营有限公司,上海三凌物业管理公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2593,高桥二村,https://shanghai.anjuke.com/community/view/5997,31.351994,121.583298,公寓,0,43000,500,1990,66,2,30,上海高桥置业,高桥物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2595,芳华路268弄小区,https://shanghai.anjuke.com/community/view/5972,31.201577,121.562651,公寓,0,4500,120,1999,120,1,40,上海花木开发有限公司,三佳物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2598,惠德新邨,https://shanghai.anjuke.com/community/view/5945,31.202742,121.568569,公寓,0,90000,860,1996,300,1,30,锦和集团,惠德物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600,芳华路9弄小区,https://shanghai.anjuke.com/community/view/5928,31.200644,121.556654,公寓,2,9800,188,1994,128,1,28,上海花木开发有限公司,上海花木物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2603,欣顺小区,https://shanghai.anjuke.com/community/view/5900,31.17535800000001,121.549266,公寓,0,3657580,480,1996,60,2,40,绿地（集团）有限公司,上海田丰物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2604,海联大厦,https://shanghai.anjuke.com/community/view/5890,31.248415,121.542168,公寓,2,1825,187,1994,500,1,39,上海海天房地产有限公司,上海家佳物业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2606,福山小区,https://shanghai.anjuke.com/community/view/5879,31.243696000000003,121.532452,公寓,0,48000,432,1994,350,2,30,上海建工集团,建工物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2607,牡丹路399弄小区,https://shanghai.anjuke.com/community/view/5866,31.215046,121.558602,公寓,0,100000,252,1996,150,1,35,上海建工集团,上海浦东新区花木物业公司 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2608,潍坊五村,https://shanghai.anjuke.com/community/view/5863,31.226054,121.530527,公寓,0,27000,2000,1984,300,1,35,上海建工集团,潍坊物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2610,海防新村,https://shanghai.anjuke.com/community/view/5814,31.25458900000001,121.557263,公寓,0,48030,670,2000,312,1,30,上海建工集团,上海建工物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2613,杨思小区,https://shanghai.anjuke.com/community/view/5786,31.169703,121.500563,公寓,0,13204,820,1998,30,1,30,杨思物业有限公司,上海霞悦物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2618,前哨路231弄小区,https://shanghai.anjuke.com/community/view/5728,31.244644,121.729355,公寓,0,23000,324,1993,60,1,30,上海安都房地产发展有限公司,合蔡物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619,前哨路288弄小区,https://shanghai.anjuke.com/community/view/5727,31.245823,121.730139,公寓,0,63000,720,1995,168,2,36,上海安都房地产发展有限公司,上海合蔡物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2623,博一小区,https://shanghai.anjuke.com/community/view/5707,31.273012,121.589915,公寓,0,58000,360,1995,120,1,26,上海驰振物业管理有限公司,上海驰振物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2628,居家桥路520弄小区,https://shanghai.anjuke.com/community/view/5651,31.261021000000003,121.570306,公寓,0,3000,192,1995,95,1,35,上海建工集团股份有限公司,上海通昌物业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2629,崂山新村,https://shanghai.anjuke.com/community/view/5646,31.24442,121.526757,公寓,1,43500,3000,1980,265,1,25,商远开发集团,上海潍坊物业公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2630,曙航苑,https://shanghai.anjuke.com/community/view/5632,31.195943,121.716728,公寓,0,1000,4555,1996,124,1,35,上海方天建设有限公司,上海曙光物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2632,安临小区,https://shanghai.anjuke.com/community/view/5629,31.168293,121.49903799999998,公寓,0,5000,200,1994,50,1,28,上海爱迪开发有限公司,上海上钢物业公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2634,商城路1317弄小区,https://shanghai.anjuke.com/community/view/5569,31.242595,121.537566,公寓,1,30000,324,1997,30,2,25,上海建工集团股份有限公司,上海海运物业管理公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2635,东建新村,https://shanghai.anjuke.com/community/view/5558,31.222490000000004,121.527,公寓,0,250000,1700,1998,800,1,25,东建集团有限公司,上海潍坊物业公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2637,凌四小区,https://shanghai.anjuke.com/community/view/5540,31.25459600000001,121.552173,公寓,1,73000,890,1995,340,2,30,上海建工集团,上海通力物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2638,永安新村,https://shanghai.anjuke.com/community/view/5535,31.254455,121.556651,公寓,2,39000,400,1985,390,1,25,上海建工集团,上海洋泾物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2639,绿星小区,https://shanghai.anjuke.com/community/view/5495,31.173998,121.550173,公寓,0,1500,960,1995,300,1,26,绿地房地产开发公司,上海长银物业发展有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2642,凌兆五村,https://shanghai.anjuke.com/community/view/5449,31.151271,121.503814,公寓,0,52000,860,1988,340,1,25,三林地产开发有限公司,上海三凌物业管理公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
